id,family,generation,mature,mature_children,cells,changed,recognizable,parent,last_seen,mature_at
0,0,0,1,5,7,0,1,4294967295,697,-1
1,0,0,1,11,7,0,1,4294967295,1799,-1
2,0,0,1,2,7,0,1,4294967295,192,-1
3,0,1,1,4,7,1,1,0,1789,11
4,0,1,1,6,7,0,1,1,1799,27
5,0,1,1,5,7,1,1,2,1799,14
6,0,2,1,3,7,1,1,5,428,45
7,0,1,1,1,7,0,1,0,1799,37
8,0,2,1,1,7,1,1,3,1799,39
9,0,1,1,1,7,0,1,2,1799,52
10,0,2,1,0,7,1,1,4,141,66
11,0,1,1,2,7,1,1,1,1799,41
12,0,2,1,0,7,1,1,7,1799,118
13,0,3,1,0,7,1,1,8,918,129
14,0,2,1,0,7,1,1,11,1549,55
15,0,1,1,0,7,0,1,0,1799,84
16,0,2,1,0,7,1,1,3,1799,105
17,0,3,1,1,7,1,1,6,1799,57
18,0,1,1,2,7,0,1,1,1799,55
19,0,2,1,0,7,1,1,5,227,63
20,0,2,1,0,7,0,1,9,1799,80
21,0,2,1,1,7,1,1,18,1799,64
22,0,1,0,0,7,0,1,2,192,-1
23,0,2,1,0,7,1,1,11,1799,95
24,0,1,1,1,7,0,1,1,640,70
25,0,4,1,0,7,1,1,17,216,83
26,0,3,1,0,7,1,1,21,1799,102
27,0,2,1,0,7,0,1,24,1799,155
28,0,2,1,0,7,0,1,18,1799,97
29,0,2,1,0,7,0,1,4,304,123
30,0,3,1,0,7,1,1,6,183,113
31,0,2,1,0,7,1,1,5,1799,153
32,0,3,0,0,7,1,1,10,141,-1
33,0,1,1,0,7,0,1,1,1799,142
34,0,2,1,0,7,1,1,3,1799,296
35,0,2,1,0,7,1,1,4,1799,173
36,0,2,1,0,7,1,1,5,309,207
39,0,2,1,0,7,0,1,4,1799,201
40,0,3,1,0,7,1,1,6,1799,204
41,0,2,1,0,7,0,1,4,1799,240
43,0,1,0,0,7,1,1,0,376,-1
44,0,2,1,0,7,1,1,4,1799,312
45,0,2,1,0,7,1,1,5,1799,316
46,0,1,1,0,7,1,1,1,1799,385
47,0,1,1,0,7,1,1,0,549,437
50,0,1,1,0,7,0,1,0,1799,554
51,0,1,0,0,7,0,1,0,697,-1
53,0,1,1,0,7,1,1,1,1130,703
54,0,2,1,0,7,1,1,3,1799,709
55,0,1,1,0,7,0,1,1,1799,919
56,0,1,1,0,7,0,1,1,1799,1137
57,0,1,1,0,7,1,1,1,1799,1557
58,0,1,1,0,7,0,1,1,1799,1797
