second,family,mature,births,max_generation,changed_births,late_births
0,0,1,0,0,0,0
0,1,1,0,0,0,0
0,2,1,0,0,0,0
0,3,1,0,0,0,0
10,0,1,0,0,0,0
10,1,1,0,0,0,0
10,2,1,0,0,0,0
10,3,1,0,0,0,0
20,0,2,1,1,1,0
20,1,1,0,0,0,0
20,2,1,0,0,0,0
20,3,1,0,0,0,0
30,0,2,1,1,1,0
30,1,1,0,0,0,0
30,2,2,1,1,1,0
30,3,1,0,0,0,0
40,0,3,2,1,1,0
40,1,2,1,1,0,0
40,2,2,1,1,1,0
40,3,1,0,0,0,0
50,0,3,2,1,1,0
50,1,2,1,1,0,0
50,2,3,2,2,2,0
50,3,1,0,0,0,0
60,0,6,5,2,1,0
60,1,2,1,1,0,0
60,2,4,3,2,3,0
60,3,2,1,1,0,0
70,0,11,10,3,4,0
70,1,4,3,2,2,0
70,2,4,3,2,3,0
70,3,2,1,1,0,0
80,0,13,12,3,4,0
80,1,4,3,2,2,0
80,2,4,3,2,3,0
80,3,2,1,1,0,0
90,0,17,17,3,6,0
90,1,5,4,2,3,0
90,2,4,3,2,3,0
90,3,2,1,1,0,0
100,0,20,20,4,7,0
100,1,5,4,2,3,0
100,2,6,5,2,5,0
100,3,2,1,1,0,0
110,0,20,20,4,7,0
110,1,5,4,2,3,0
110,2,6,5,2,5,0
110,3,2,1,1,0,0
120,0,19,22,4,9,0
120,1,5,4,2,3,0
120,2,6,5,2,5,0
120,3,2,1,1,0,0
130,0,21,25,5,12,0
130,1,4,5,2,4,0
130,2,6,5,2,5,0
130,3,2,1,1,0,0
140,0,20,25,5,12,0
140,1,4,5,2,4,0
140,2,6,5,2,5,0
140,3,2,1,1,0,0
150,0,23,28,5,15,0
150,1,4,5,2,4,0
150,2,7,6,2,6,0
150,3,2,1,1,0,0
160,0,21,32,5,18,0
160,1,3,5,2,4,0
160,2,6,6,2,6,0
160,3,2,1,1,0,0
170,0,22,37,6,23,0
170,1,3,5,2,4,0
170,2,8,8,3,8,0
170,3,2,1,1,0,0
180,0,20,37,6,23,0
180,1,3,5,2,4,0
180,2,9,9,3,9,0
180,3,2,1,1,0,0
190,0,21,41,7,27,0
190,1,2,5,2,4,0
190,2,8,9,3,9,0
190,3,4,3,3,2,0
200,0,22,44,7,29,0
200,1,2,6,2,5,0
200,2,8,9,3,9,0
200,3,4,3,3,2,0
210,0,22,44,7,29,0
210,1,2,6,2,5,0
210,2,8,9,3,9,0
210,3,5,4,3,2,0
220,0,22,45,7,30,0
220,1,2,6,2,5,0
220,2,8,9,3,9,0
220,3,6,5,3,3,0
230,0,21,45,7,30,0
230,1,2,6,2,5,0
230,2,8,9,3,9,0
230,3,6,5,3,3,0
240,0,20,45,7,30,0
240,1,2,6,2,5,0
240,2,8,9,3,9,0
