7671,0,90,4,5400,4
7827,0,97,5,5400,4
7860,0,93,5,5400,4
7894,0,98,3,5400,4
7908,0,97,4,5400,4
7917,0,99,3,5400,4
7946,0,97,3,5423,4
7991,0,92,3,5425,4
7993,0,97,3,5426,4
7966,0,100,3,5451,4
7973,0,95,3,5454,4
7984,0,98,3,5455,4
7988,0,101,3,5464,4
8060,0,96,3,5486,4
8084,0,93,3,5495,4
8081,0,99,3,5502,4
8103,0,93,3,5518,4
8132,0,93,3,5545,4
8176,0,100,3,5562,4
8219,0,98,3,5584,4
8250,0,101,3,5613,4
8192,0,101,3,5618,4
8281,0,99,3,5626,4
8265,0,105,3,5678,4
8329,0,102,3,5705,4
8362,0,96,3,5715,4
8398,0,98,3,5741,4
8397,0,101,3,5742,4
8463,0,109,3,5753,4
8433,0,107,3,5780,4
8432,0,103,3,5787,4
8524,0,108,3,5811,4
8562,0,105,3,5823,4
8603,0,109,3,5841,4
8541,0,107,3,5866,3
8626,0,106,3,5872,4
8661,0,108,3,5878,4
8548,0,110,3,5893,4
8622,0,106,3,5895,4
8599,0,105,3,5911,4
7671,0,90,4,5400,4
7827,0,97,5,5400,4
7860,0,93,5,5400,4
7894,0,98,3,5400,4
7908,0,97,4,5400,4
7917,0,99,3,5400,4
7946,0,97,3,5423,4
7991,0,92,3,5425,4
7993,0,97,3,5426,4
7966,0,100,3,5451,4
7973,0,95,3,5454,4
7984,0,98,3,5455,4
7988,0,101,3,5464,4
8060,0,96,3,5486,4
8084,0,93,3,5495,4
8081,0,99,3,5502,4
8103,0,93,3,5518,4
8132,0,93,3,5545,4
8176,0,100,3,5562,4
8219,0,98,3,5584,4
8250,0,101,3,5613,4
8192,0,101,3,5618,4
8281,0,99,3,5626,4
8265,0,105,3,5678,4
8329,0,102,3,5705,4
8362,0,96,3,5715,4
8398,0,98,3,5741,4
8397,0,101,3,5742,4
8463,0,109,3,5753,4
8433,0,107,3,5780,4
8432,0,103,3,5787,4
8524,0,108,3,5811,4
8562,0,105,3,5823,4
8603,0,109,3,5841,4
8541,0,107,3,5866,3
8626,0,106,3,5872,4
8661,0,108,3,5878,4
8548,0,110,3,5893,4
8622,0,106,3,5895,4
8599,0,105,3,5911,4
