second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,5,2,1,2,0
20,0,8,5,2,3,0
30,0,9,6,2,4,0
40,0,9,6,2,4,0
50,0,9,6,2,4,0
60,0,9,8,3,6,0
70,0,10,10,3,8,0
80,0,12,12,4,9,0
90,0,15,15,4,11,0
100,0,17,18,5,14,0
110,0,22,23,5,18,0
120,0,23,25,6,20,0
130,0,24,29,6,24,0
140,0,28,34,6,28,0
150,0,33,40,7,34,0
160,0,38,46,7,40,0
170,0,40,52,7,46,0
180,0,46,61,8,55,0
190,0,47,64,8,58,0
200,0,48,69,8,63,0
210,0,50,75,9,69,0
220,0,46,77,9,71,0
230,0,45,82,10,76,0
240,0,46,88,10,82,0
250,0,43,91,10,85,0
260,0,39,94,11,88,0
270,0,40,101,12,95,0
280,0,39,103,12,97,0
290,0,46,116,13,110,0
300,0,51,123,13,117,0
310,0,53,130,14,124,0
320,0,56,134,14,128,0
330,0,51,136,14,130,0
340,0,50,142,15,136,0
350,0,46,146,15,140,0
360,0,44,150,15,144,0
370,0,38,153,15,147,0
380,0,32,155,17,149,0
390,0,37,162,17,156,0
400,0,40,166,17,160,0
410,0,44,173,17,167,0
420,0,47,178,17,172,0
430,0,53,188,17,182,0
440,0,51,191,17,185,0
450,0,51,198,17,192,0
460,0,53,202,18,196,0
470,0,46,204,18,198,0
480,0,47,211,18,205,0
490,0,50,220,18,214,0
500,0,46,223,19,217,0
510,0,47,227,19,221,0
520,0,48,234,20,228,0
530,0,49,242,20,236,0
540,0,48,245,20,239,0
550,0,48,252,21,246,0
560,0,52,259,21,253,0
570,0,58,268,22,262,0
580,0,56,271,22,265,0
590,0,58,275,22,269,0
600,0,60,283,22,277,0
610,0,63,292,22,286,0
620,0,59,295,22,289,0
630,0,59,302,22,296,0
640,0,58,308,22,302,0
650,0,56,313,22,307,0
660,0,53,317,22,311,0
670,0,54,322,23,316,0
680,0,50,328,24,322,0
690,0,50,336,24,330,0
700,0,47,338,24,332,0
710,0,41,340,25,334,0
720,0,36,344,25,338,0
730,0,41,352,27,346,0
740,0,41,355,28,349,0
750,0,42,359,29,353,0
760,0,36,359,29,353,0
770,0,32,361,29,355,0
780,0,26,365,29,359,0
790,0,27,368,29,362,0
800,0,31,373,29,367,0
810,0,34,378,29,372,0
820,0,40,386,29,380,0
830,0,44,393,29,387,0
840,0,50,401,29,395,0
850,0,50,406,29,400,0
860,0,54,416,29,410,0
870,0,52,418,29,412,0
880,0,50,420,29,414,0
890,0,50,427,29,421,0
900,0,51,432,29,426,0
910,0,49,434,29,428,2
920,0,50,440,29,434,8
930,0,51,444,29,438,12
940,0,52,452,29,446,20
950,0,53,457,30,451,25
960,0,53,464,30,458,32
970,0,55,473,30,467,41
980,0,57,481,30,475,49
990,0,56,487,30,481,55
1000,0,57,494,30,488,62
1010,0,57,501,30,495,69
1020,0,60,507,30,501,75
1030,0,59,513,30,507,81
1040,0,55,516,30,510,84
1050,0,51,522,31,516,90
1060,0,51,527,31,521,95
1070,0,56,534,31,528,102
1080,0,52,538,31,532,106
1090,0,51,544,31,538,112
1100,0,52,549,32,543,117
1110,0,51,555,33,549,123
1120,0,53,561,34,555,129
1130,0,53,564,34,558,132
1140,0,52,568,34,562,136
1150,0,51,574,34,568,142
1160,0,57,585,34,579,153
1170,0,60,591,34,585,159
1180,0,57,597,34,591,165
1190,0,57,601,34,595,169
1200,0,52,605,34,599,173
1210,0,51,608,34,602,176
1220,0,54,617,34,611,185
1230,0,54,623,36,617,191
1240,0,57,631,36,625,199
1250,0,57,635,36,629,203
1260,0,54,638,36,632,206
1270,0,50,642,36,636,210
1280,0,54,651,37,645,219
1290,0,58,658,37,652,226
1300,0,56,659,37,653,227
1310,0,57,666,38,660,234
1320,0,59,672,38,666,240
1330,0,54,675,38,669,243
1340,0,54,681,38,675,249
1350,0,56,687,38,681,255
1360,0,57,691,38,685,259
1370,0,55,694,38,688,262
1380,0,53,701,39,695,269
1390,0,53,707,39,701,275
1400,0,49,709,39,703,277
1410,0,53,716,39,710,284
1420,0,50,718,39,712,286
1430,0,41,720,39,714,288
1440,0,37,724,39,718,292
1450,0,38,728,39,722,296
1460,0,34,728,39,722,296
1470,0,30,729,39,723,297
1480,0,28,733,39,727,301
1490,0,30,739,39,733,307
1500,0,31,742,39,736,310
1510,0,33,747,39,741,315
1520,0,37,751,39,745,319
1530,0,34,753,39,747,321
1540,0,34,756,39,750,324
1550,0,31,759,39,753,327
1560,0,29,760,39,754,328
1570,0,28,763,39,757,331
1580,0,29,767,39,761,335
1590,0,30,772,39,766,340
1600,0,35,779,39,773,347
1610,0,41,786,39,780,354
1620,0,41,790,39,784,358
1630,0,43,794,39,788,362
1640,0,42,796,39,790,364
1650,0,42,803,39,797,371
1660,0,37,804,39,798,372
1670,0,34,806,39,800,374
1680,0,31,808,39,802,376
1690,0,28,810,39,804,378
1700,0,30,813,39,807,381
1710,0,31,817,39,811,385
1720,0,38,826,39,820,394
1730,0,39,828,39,822,396
1740,0,37,832,39,826,400
1750,0,42,839,39,833,407
1760,0,44,845,39,839,413
1770,0,43,847,39,841,415
1780,0,43,853,39,847,421
1790,0,44,857,39,851,425
1799,0,43,859,39,853,427
