second,family,mature,births,max_generation,changed_births,late_births
0,0,1,0,0,0,0
0,1,1,0,0,0,0
0,2,1,0,0,0,0
0,3,1,0,0,0,0
10,0,2,1,1,1,0
10,1,1,0,0,0,0
10,2,1,0,0,0,0
10,3,1,0,0,0,0
20,0,2,1,1,1,0
20,1,2,1,1,1,0
20,2,2,1,1,0,0
20,3,1,0,0,0,0
30,0,2,1,1,1,0
30,1,2,1,1,1,0
30,2,3,2,2,1,0
30,3,1,0,0,0,0
40,0,0,1,1,1,0
40,1,2,1,1,1,0
40,2,3,2,2,1,0
40,3,1,0,0,0,0
50,0,0,1,1,1,0
50,1,2,1,1,1,0
50,2,3,2,2,1,0
50,3,1,0,0,0,0
60,0,0,1,1,1,0
60,1,2,1,1,1,0
60,2,4,3,2,1,0
60,3,1,0,0,0,0
70,0,0,1,1,1,0
70,1,3,2,2,2,0
70,2,4,3,2,1,0
70,3,1,0,0,0,0
80,0,0,1,1,1,0
80,1,3,2,2,2,0
80,2,4,3,2,1,0
80,3,2,1,1,0,0
90,0,0,1,1,1,0
90,1,5,4,3,4,0
90,2,5,4,2,2,0
90,3,2,1,1,0,0
100,0,0,1,1,1,0
100,1,7,6,4,6,0
100,2,5,4,2,2,0
100,3,2,1,1,0,0
110,0,0,1,1,1,0
110,1,6,6,4,6,0
110,2,6,5,2,3,0
110,3,2,1,1,0,0
120,0,0,1,1,1,0
120,1,8,8,5,8,0
120,2,6,5,2,3,0
120,3,3,2,1,0,0
130,0,0,1,1,1,0
130,1,9,10,6,10,0
130,2,7,6,3,4,0
130,3,3,2,1,0,0
140,0,0,1,1,1,0
140,1,9,11,6,11,0
140,2,7,6,3,4,0
140,3,3,2,1,0,0
150,0,0,1,1,1,0
150,1,8,12,6,12,0
150,2,7,6,3,4,0
150,3,5,4,2,0,0
160,0,0,1,1,1,0
160,1,8,13,6,13,0
160,2,7,6,3,4,0
160,3,5,4,2,0,0
170,0,0,1,1,1,0
170,1,11,16,7,16,0
170,2,7,7,3,5,0
170,3,5,4,2,0,0
180,0,0,1,1,1,0
180,1,10,16,7,16,0
180,2,7,7,3,5,0
180,3,5,4,2,0,0
190,0,0,1,1,1,0
190,1,9,16,7,16,0
190,2,7,7,3,5,0
190,3,6,5,2,0,0
200,0,0,1,1,1,0
200,1,12,20,7,20,0
200,2,7,8,4,6,0
200,3,6,6,2,1,0
210,0,0,1,1,1,0
210,1,12,20,7,20,0
210,2,6,8,4,6,0
210,3,6,6,2,1,0
220,0,0,1,1,1,0
220,1,12,22,8,22,0
220,2,6,8,4,6,0
220,3,6,6,2,1,0
230,0,0,1,1,1,0
230,1,13,23,8,23,0
230,2,6,9,4,6,0
230,3,7,7,3,1,0
240,0,0,1,1,1,0
240,1,12,24,8,24,0
240,2,6,10,4,7,0
