second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,6,3,1,2,0
20,0,6,3,1,2,0
30,0,6,3,1,2,0
40,0,8,5,2,3,0
50,0,5,5,2,3,0
60,0,4,5,2,3,0
70,0,4,5,2,3,0
80,0,3,5,2,3,0
90,0,2,5,2,3,0
100,0,2,5,2,3,0
110,0,2,5,2,3,0
120,0,2,5,2,3,0
130,0,2,5,2,3,0
140,0,2,5,2,3,0
150,0,2,5,2,3,0
160,0,1,5,2,3,0
170,0,2,6,3,4,0
180,0,3,7,4,5,0
190,0,3,7,4,5,0
200,0,3,8,4,5,0
210,0,3,8,4,5,0
220,0,3,8,4,5,0
230,0,2,8,4,5,0
240,0,1,8,4,5,0
250,0,1,8,4,5,0
260,0,1,8,4,5,0
270,0,2,9,4,5,0
280,0,2,9,4,5,0
290,0,2,9,4,5,0
300,0,1,9,4,5,0
310,0,1,9,4,5,0
