second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,5,2,1,2,0
20,0,5,2,1,2,0
30,0,4,2,1,2,0
40,0,5,3,1,2,0
50,0,8,7,2,4,0
60,0,16,15,3,9,0
70,0,22,21,3,13,0
80,0,29,28,4,17,0
90,0,36,35,4,22,0
100,0,39,40,4,27,0
110,0,41,44,4,29,0
120,0,43,48,4,33,0
130,0,43,51,4,35,0
140,0,43,56,4,40,0
150,0,46,61,4,43,0
160,0,44,63,4,45,0
170,0,45,69,5,50,0
180,0,47,76,5,56,0
190,0,48,79,5,59,0
200,0,46,81,5,61,0
210,0,45,83,5,63,0
220,0,46,86,5,66,0
230,0,47,89,5,69,0
240,0,47,93,5,73,0
250,0,52,101,5,80,0
260,0,53,103,5,81,0
270,0,51,105,5,81,0
280,0,50,109,5,85,0
290,0,48,110,5,86,0
300,0,49,114,5,89,0
310,0,50,117,6,92,0
320,0,50,120,6,95,0
330,0,51,122,6,97,0
340,0,50,126,6,101,0
350,0,49,129,6,104,0
360,0,49,131,6,106,0
370,0,50,134,6,109,0
380,0,48,136,6,111,0
390,0,51,142,6,117,0
400,0,48,143,6,118,0
410,0,51,148,6,122,0
420,0,51,151,6,125,0
430,0,52,155,6,129,0
440,0,50,156,6,130,0
450,0,49,157,6,131,0
460,0,46,159,6,133,0
470,0,49,163,6,137,0
480,0,47,165,6,139,0
490,0,46,166,6,140,0
500,0,45,168,6,142,0
510,0,50,174,6,147,0
520,0,49,175,6,148,0
530,0,48,176,6,148,0
540,0,53,181,6,153,0
550,0,48,181,6,153,0
560,0,50,185,6,157,0
570,0,50,187,6,159,0
580,0,50,188,6,160,0
590,0,48,190,6,162,0
600,0,50,195,6,167,0
610,0,53,200,6,172,0
620,0,50,201,6,173,0
630,0,53,207,6,179,0
640,0,49,207,6,179,0
650,0,51,212,6,183,0
660,0,49,214,6,185,0
670,0,48,215,6,186,0
680,0,50,221,7,191,0
690,0,49,222,7,192,0
700,0,44,222,7,192,0
710,0,45,228,7,198,0
720,0,47,231,7,200,0
730,0,46,233,7,202,0
740,0,49,239,7,208,0
750,0,48,241,7,210,0
760,0,47,242,7,211,0
770,0,50,247,7,216,0
780,0,53,251,7,220,0
790,0,50,251,7,220,0
800,0,51,254,7,223,0
810,0,50,255,7,224,0
820,0,51,258,7,227,0
830,0,47,258,7,227,0
840,0,50,263,7,231,0
850,0,51,266,7,234,0
860,0,53,272,7,239,0
870,0,52,274,8,241,0
880,0,52,274,8,241,0
890,0,51,275,8,242,0
900,0,55,279,8,246,0
910,0,50,280,8,247,1
920,0,52,283,8,250,4
930,0,52,285,8,252,6
940,0,50,285,8,252,6
950,0,49,288,8,255,9
960,0,46,288,8,255,9
970,0,50,293,8,260,14
980,0,51,297,8,264,18
990,0,51,300,8,267,21
1000,0,50,302,8,269,23
1010,0,54,307,8,274,28
1020,0,53,308,8,275,29
1030,0,54,312,8,279,33
1040,0,53,314,8,281,35
1050,0,52,316,8,282,37
1060,0,53,319,9,285,40
1070,0,51,323,9,289,44
1080,0,54,326,9,292,47
1090,0,53,327,9,293,48
1100,0,52,328,9,294,49
1110,0,53,333,9,299,54
1120,0,53,336,9,302,57
1130,0,53,337,9,303,58
1140,0,52,339,9,305,60
1150,0,50,340,9,306,61
1160,0,52,344,9,310,65
1170,0,53,347,9,313,68
1180,0,52,348,9,313,69
1190,0,48,348,9,313,69
1200,0,51,353,9,318,74
1210,0,51,355,9,320,76
1220,0,50,356,9,321,77
1230,0,49,357,9,322,78
1240,0,49,360,9,325,81
1250,0,50,362,9,327,83
1260,0,50,366,9,331,87
1270,0,51,368,9,333,89
1280,0,51,371,9,336,92
1290,0,53,374,9,339,95
1300,0,54,377,9,342,98
1310,0,52,379,9,344,100
1320,0,53,382,9,347,103
1330,0,51,382,9,347,103
1340,0,52,384,9,349,105
1350,0,52,386,9,351,107
1360,0,52,387,9,352,108
1370,0,55,392,9,357,113
1380,0,52,393,9,358,114
1390,0,53,398,9,363,119
1400,0,53,401,9,366,122
1410,0,51,402,9,367,123
1420,0,49,403,9,368,124
1430,0,48,405,10,370,126
1440,0,48,409,10,374,130
1450,0,48,409,10,374,130
1460,0,49,413,10,378,134
1470,0,51,416,10,381,137
1480,0,49,417,10,382,138
1490,0,51,419,10,384,140
1500,0,48,419,10,384,140
1510,0,50,422,10,387,143
1520,0,48,425,10,390,146
1530,0,51,431,10,396,152
1540,0,50,433,10,398,154
1550,0,50,435,10,400,156
1560,0,49,436,10,401,157
1570,0,50,438,10,403,159
1580,0,53,441,10,406,162
1590,0,50,443,10,408,164
1600,0,50,445,10,410,166
1610,0,51,448,10,413,169
1620,0,50,450,10,415,171
1630,0,50,452,10,417,173
1640,0,54,458,10,423,179
1650,0,53,461,10,426,182
1660,0,53,464,10,429,185
1670,0,53,465,10,430,186
1680,0,53,467,10,432,188
1690,0,53,467,10,432,188
1700,0,51,471,10,436,192
1710,0,54,477,11,442,198
1720,0,53,479,11,444,200
1730,0,51,480,11,445,201
1740,0,51,483,11,448,204
1750,0,51,488,11,453,209
1760,0,54,492,11,457,213
1770,0,53,492,11,457,213
1780,0,52,494,11,459,215
1790,0,50,496,11,461,217
1799,0,52,500,11,465,221
