second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,4,1,1,0,0
20,0,6,3,1,1,0
30,0,9,6,2,3,0
40,0,9,6,2,3,0
50,0,17,14,3,8,0
60,0,27,24,4,16,0
70,0,37,34,4,22,0
80,0,39,37,4,24,0
90,0,40,43,4,28,0
100,0,47,52,4,34,0
110,0,46,54,4,34,0
120,0,43,56,4,36,0
130,0,45,59,4,39,0
140,0,46,65,5,45,0
150,0,50,69,5,48,0
160,0,49,72,5,51,0
170,0,51,79,5,57,0
180,0,51,82,5,60,0
190,0,49,84,5,62,0
200,0,46,85,5,63,0
210,0,47,90,5,67,0
220,0,49,93,5,68,0
230,0,51,96,5,70,0
240,0,49,97,5,71,0
250,0,47,99,5,72,0
260,0,49,104,7,77,0
270,0,50,106,7,78,0
280,0,53,112,7,82,0
290,0,51,114,7,84,0
300,0,52,116,7,86,0
310,0,55,122,7,91,0
320,0,53,124,7,93,0
330,0,55,126,8,95,0
340,0,54,129,9,98,0
350,0,54,132,10,101,0
360,0,54,133,10,102,0
370,0,56,135,10,104,0
380,0,58,138,11,106,0
390,0,58,140,12,108,0
400,0,56,140,12,108,0
410,0,57,144,12,111,0
420,0,54,146,12,112,0
430,0,55,151,12,115,0
440,0,55,152,12,116,0
450,0,54,153,12,116,0
460,0,57,157,13,120,0
470,0,54,157,13,120,0
480,0,55,161,13,123,0
490,0,53,163,14,125,0
500,0,51,166,14,128,0
510,0,53,170,14,130,0
520,0,51,174,14,134,0
530,0,56,180,14,139,0
540,0,56,182,14,141,0
550,0,55,183,15,142,0
560,0,54,184,15,143,0
570,0,51,185,15,143,0
580,0,54,190,15,148,0
590,0,55,194,15,152,0
600,0,58,197,15,155,0
610,0,60,200,16,158,0
620,0,59,203,17,161,0
630,0,54,204,17,162,0
640,0,56,206,17,163,0
650,0,55,207,17,164,0
660,0,53,209,17,166,0
670,0,55,212,17,168,0
680,0,54,214,17,170,0
690,0,55,219,18,175,0
700,0,54,222,18,177,0
710,0,55,227,19,182,0
720,0,55,229,19,184,0
730,0,57,234,20,189,0
740,0,54,235,20,190,0
750,0,62,247,21,201,0
760,0,61,248,21,202,0
770,0,63,251,21,205,0
780,0,66,257,21,211,0
790,0,66,261,21,215,0
800,0,69,265,21,219,0
810,0,72,270,22,224,0
820,0,70,274,23,228,0
830,0,73,277,23,231,0
840,0,73,279,23,233,0
850,0,75,283,23,237,0
860,0,76,287,23,241,0
870,0,79,293,23,247,0
880,0,80,298,23,252,0
890,0,80,300,24,254,0
900,0,81,305,24,259,0
910,0,81,309,24,263,0
920,0,87,318,24,272,0
930,0,85,319,24,273,0
940,0,86,324,24,278,0
950,0,87,328,24,282,0
960,0,87,328,24,282,0
970,0,88,335,24,289,0
980,0,90,338,24,292,0
990,0,92,341,24,295,0
1000,0,91,343,24,297,0
1010,0,93,348,24,302,0
1020,0,93,351,24,305,0
1030,0,95,356,24,310,0
1040,0,93,358,24,312,0
1050,0,94,359,24,313,0
1060,0,94,359,24,313,0
1070,0,93,359,24,313,0
1080,0,94,361,24,315,0
1090,0,94,364,24,318,0
1100,0,93,364,24,318,0
