second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,3,0,0,0,0
20,0,5,2,1,2,0
30,0,7,4,2,4,0
40,0,8,5,2,5,0
50,0,9,6,2,6,0
60,0,11,8,3,8,0
70,0,15,13,3,13,0
80,0,19,17,4,17,0
90,0,22,21,4,21,0
100,0,23,24,5,24,0
110,0,26,31,5,30,0
120,0,22,32,5,31,0
130,0,22,35,5,34,0
140,0,21,36,5,35,0
150,0,19,38,5,37,0
160,0,20,42,6,41,0
170,0,18,42,6,41,0
180,0,14,42,6,41,0
190,0,14,44,6,43,0
200,0,15,48,6,47,0
210,0,15,49,6,48,0
220,0,17,52,6,51,0
230,0,15,53,6,52,0
240,0,17,55,6,54,0
250,0,15,56,7,55,0
260,0,18,60,7,59,0
270,0,19,62,7,61,0
280,0,18,63,7,62,0
290,0,19,67,9,66,0
300,0,17,67,9,66,0
310,0,17,70,9,69,0
320,0,16,72,9,71,0
330,0,18,76,9,75,0
340,0,16,77,9,76,0
350,0,16,77,9,76,0
360,0,12,77,9,76,0
370,0,11,78,9,77,0
380,0,12,81,10,80,0
390,0,15,85,11,84,0
400,0,18,89,11,88,0
410,0,18,89,11,88,0
420,0,18,90,11,89,0
430,0,18,92,11,91,0
440,0,20,97,12,96,0
450,0,21,101,12,100,0
460,0,19,102,12,101,0
470,0,19,105,12,104,0
480,0,19,106,12,105,0
490,0,18,107,12,106,0
500,0,18,111,12,110,0
510,0,17,112,12,111,0
520,0,17,115,13,114,0
530,0,19,118,14,117,0
540,0,17,119,14,118,0
550,0,16,120,15,119,0
560,0,18,124,16,123,0
570,0,21,127,16,126,0
580,0,20,127,16,126,0
590,0,21,131,16,130,0
600,0,21,134,16,133,0
610,0,22,137,16,136,0
620,0,20,138,16,137,0
630,0,22,142,16,141,0
640,0,18,143,16,142,0
650,0,14,144,17,143,0
660,0,11,145,17,144,0
670,0,14,148,17,147,0
680,0,15,149,17,148,0
690,0,14,150,17,149,0
700,0,18,154,17,153,0
710,0,19,155,17,154,0
720,0,18,157,17,156,0
730,0,17,158,17,157,0
740,0,16,158,17,157,0
750,0,18,162,18,161,0
760,0,18,165,18,164,0
770,0,19,167,18,166,0
780,0,18,167,18,166,0
790,0,15,169,18,168,0
800,0,12,171,19,170,0
810,0,12,171,19,170,0
820,0,12,172,19,171,0
830,0,14,178,20,177,0
840,0,15,180,20,179,0
850,0,17,182,20,181,0
860,0,15,183,20,182,0
870,0,15,185,20,184,0
880,0,15,187,20,186,0
890,0,18,193,20,192,0
900,0,18,194,20,193,0
910,0,19,196,20,195,0
920,0,19,201,21,200,0
930,0,21,204,22,203,0
940,0,22,206,22,205,0
950,0,23,209,22,208,0
960,0,21,212,22,211,0
970,0,21,214,22,213,0
980,0,20,216,22,215,0
990,0,23,220,22,219,0
1000,0,21,221,22,220,0
1010,0,19,223,22,222,0
1020,0,18,226,22,225,0
1030,0,18,228,23,227,0
1040,0,16,228,23,227,0
1050,0,13,229,23,228,0
1060,0,11,232,23,231,0
1070,0,12,233,23,232,0
1080,0,12,234,23,233,0
1090,0,13,237,23,236,0
1100,0,17,241,23,240,0
1110,0,21,245,24,244,0
1120,0,20,246,24,245,0
1130,0,22,251,24,250,0
1140,0,26,258,25,257,0
1150,0,28,262,25,261,0
1160,0,26,262,25,261,0
1170,0,21,263,25,262,0
1180,0,20,264,25,263,0
1190,0,20,268,26,267,0
1200,0,21,270,26,269,0
1210,0,20,271,26,270,0
1220,0,16,271,26,270,0
1230,0,15,273,26,272,0
1240,0,14,275,26,274,0
1250,0,13,275,26,274,0
1260,0,13,277,26,276,0
1270,0,12,278,26,277,0
1280,0,13,281,26,280,0
1290,0,14,284,26,283,0
1300,0,16,286,27,285,0
1310,0,16,287,27,286,0
1320,0,17,290,27,289,0
1330,0,19,293,27,292,0
1340,0,19,295,27,294,0
1350,0,22,298,27,297,0
1360,0,22,301,27,300,0
1370,0,17,301,27,300,0
1380,0,17,305,27,304,0
1390,0,17,306,27,305,0
1400,0,19,308,27,307,0
1410,0,21,314,27,313,0
1420,0,22,318,27,317,0
1430,0,22,320,27,319,0
1440,0,22,324,27,323,0
1450,0,17,325,27,324,0
1460,0,21,330,27,329,0
1470,0,23,333,27,332,0
1480,0,24,336,27,335,0
1490,0,23,336,27,335,0
1500,0,16,338,27,337,0
1510,0,13,338,27,337,0
1520,0,16,342,27,341,0
1530,0,16,344,28,343,0
1540,0,18,347,28,346,0
1550,0,18,350,28,349,0
1560,0,17,352,28,351,0
1570,0,19,355,28,354,0
1580,0,22,358,28,357,0
1590,0,23,361,28,360,0
1600,0,22,362,28,361,0
1610,0,22,366,28,365,0
1620,0,25,371,29,370,0
1630,0,23,373,29,372,0
1640,0,22,374,29,373,0
1650,0,22,377,29,376,0
1660,0,17,378,29,377,0
1670,0,16,379,29,378,0
1680,0,15,380,29,379,0
1690,0,14,382,30,381,0
1700,0,16,384,30,383,0
1710,0,16,388,30,387,0
1720,0,20,393,30,392,0
1730,0,19,394,30,393,0
1740,0,20,397,31,396,0
1750,0,22,400,32,399,0
1760,0,21,402,32,401,0
1770,0,19,402,32,401,0
1780,0,15,403,32,402,0
1790,0,13,403,32,402,0
1800,0,12,403,32,402,0
1810,0,11,405,32,404,0
1820,0,16,410,33,409,0
1830,0,20,415,34,414,0
1840,0,19,415,34,414,0
1850,0,16,416,34,415,0
1860,0,15,418,34,417,0
1870,0,12,419,34,418,0
1880,0,12,420,34,419,0
1890,0,12,421,34,420,0
1900,0,13,422,34,421,0
1910,0,14,424,34,423,0
1920,0,15,427,35,426,0
1930,0,15,427,35,426,0
1940,0,14,428,35,427,0
1950,0,15,432,35,431,0
1960,0,15,435,35,434,0
1970,0,19,439,35,438,0
1980,0,18,441,35,440,0
1990,0,16,441,35,440,0
2000,0,16,443,35,442,0
2010,0,15,447,36,446,0
2020,0,16,450,37,449,0
2030,0,16,452,37,451,0
