id,family,generation,mature,mature_children,cells,changed,recognizable,parent,last_seen,mature_at
0,0,0,1,9,4,0,1,4294967295,181,-1
1,1,0,1,2,9,0,1,4294967295,132,-1
2,2,0,1,1,7,0,1,4294967295,59,-1
3,3,0,1,3,4,0,1,4294967295,578,-1
4,0,1,1,1,4,1,1,0,114,8
5,1,1,1,5,9,1,1,1,498,10
6,2,1,1,2,7,1,1,2,170,23
7,3,1,1,0,4,1,1,3,189,36
8,1,2,1,1,9,1,1,5,105,49
9,1,1,1,3,9,1,1,1,249,89
10,2,2,1,1,7,1,1,6,155,59
11,0,1,1,0,4,0,1,0,92,31
12,0,2,0,0,4,0,1,11,92,-1
13,0,2,1,3,4,1,1,4,183,86
14,0,1,1,2,4,0,1,0,243,42
15,0,1,1,0,4,1,1,0,73,53
16,1,3,1,3,8,1,0,8,231,58
17,0,2,1,1,4,1,1,14,112,66
18,1,4,1,1,8,1,0,16,124,68
19,0,1,1,1,4,0,1,0,99,63
22,2,3,1,2,8,1,0,10,275,70
23,0,2,1,0,4,0,1,19,112,73
24,1,3,0,0,9,1,1,8,105,-1
25,2,2,1,0,7,1,1,6,204,103
26,0,3,1,0,4,1,1,17,108,71
27,1,5,1,1,8,1,0,18,168,86
28,0,1,1,2,4,0,1,0,157,74
29,1,2,1,0,9,1,1,5,241,98
30,1,4,1,0,8,1,0,16,123,84
31,0,2,0,0,4,0,1,14,103,-1
32,0,2,1,0,4,1,1,28,146,100
33,0,1,1,1,4,0,1,0,197,95
34,0,3,1,0,4,1,1,13,163,91
35,1,6,1,0,8,1,0,27,145,96
36,1,2,1,0,9,1,1,9,226,100
37,2,4,1,0,8,1,0,22,179,138
38,0,3,0,0,4,1,1,17,112,-1
39,0,4,0,0,4,1,1,34,155,-1
41,1,5,0,0,8,1,0,18,114,-1
42,0,2,1,1,4,0,1,33,195,152
43,3,1,1,0,4,1,1,3,393,294
44,1,7,0,0,8,1,0,35,145,-1
45,0,2,0,0,4,1,1,4,114,-1
46,0,3,1,0,4,1,1,13,195,121
48,0,1,1,0,4,0,1,0,126,107
49,0,3,0,0,4,1,1,32,146,-1
50,2,3,0,0,7,1,1,10,142,-1
52,1,2,1,3,10,1,0,5,289,121
53,0,2,1,1,4,0,1,28,217,134
57,2,3,0,0,7,1,1,25,147,-1
58,0,1,1,1,4,0,1,0,251,133
60,1,2,1,1,9,1,1,9,215,145
61,1,4,1,3,8,1,0,16,308,188
62,1,3,0,0,9,1,1,29,150,-1
64,0,2,1,1,4,1,1,14,213,182
66,0,3,1,0,4,1,1,13,182,132
67,0,3,1,0,4,0,1,53,186,158
68,1,2,1,1,9,1,1,5,325,244
69,2,5,0,0,8,1,0,37,178,-1
70,2,4,1,1,8,1,0,22,331,163
72,1,3,1,0,10,1,0,52,204,159
73,1,3,1,0,8,1,0,60,201,159
74,0,4,0,0,4,1,1,46,183,-1
75,0,3,1,2,4,1,1,42,248,157
77,0,4,0,0,4,1,1,66,182,-1
78,1,3,0,0,9,1,1,29,214,-1
80,1,4,0,0,8,1,0,73,201,-1
82,0,3,0,0,4,1,1,13,183,-1
83,0,2,0,0,4,0,1,33,197,-1
86,0,3,0,0,4,1,1,42,195,-1
87,0,3,0,0,4,1,1,53,210,-1
88,0,4,1,0,4,1,1,75,254,218
89,1,2,1,2,9,1,1,9,481,189
92,1,3,0,0,8,1,0,60,215,-1
93,0,3,1,0,4,1,1,64,210,196
95,1,3,1,1,10,1,0,52,304,195
97,1,5,1,0,8,1,0,61,238,198
100,0,2,0,0,4,0,1,14,243,-1
101,0,2,1,4,4,1,1,58,325,199
104,1,4,0,0,8,1,0,16,229,-1
107,2,5,1,4,8,1,0,70,408,257
108,0,3,1,5,4,1,1,101,405,206
109,1,2,0,0,9,1,1,9,249,-1
110,1,3,1,2,9,1,1,89,414,214
111,0,2,0,0,4,0,1,58,251,-1
112,2,4,0,0,8,1,0,22,275,-1
113,0,4,1,0,4,1,1,108,258,213
115,1,3,1,0,10,1,0,52,336,225
117,1,4,1,1,10,1,0,95,477,258
118,1,4,0,0,9,1,1,110,260,-1
120,0,4,1,0,4,1,1,108,261,224
121,1,3,1,2,9,1,1,89,447,340
122,0,4,1,0,4,1,1,75,261,230
123,0,5,0,0,4,1,1,88,254,-1
124,1,5,1,1,8,1,0,61,397,239
125,0,3,1,3,4,1,1,101,340,255
126,0,4,0,0,4,1,1,108,260,-1
128,0,5,0,0,4,1,1,122,261,-1
130,1,3,0,0,10,1,0,52,287,-1
131,1,5,1,0,8,1,0,61,378,259
133,1,3,1,0,10,1,0,68,376,277
136,0,4,1,0,4,1,1,125,344,262
137,2,6,1,0,8,1,0,107,319,266
139,1,4,0,0,11,1,0,115,300,-1
143,0,3,1,2,4,1,1,101,358,266
144,1,6,1,2,8,1,0,124,435,335
145,0,5,0,0,4,1,1,136,305,-1
146,2,5,0,0,8,1,0,70,331,-1
147,1,4,0,0,10,1,0,95,284,-1
148,0,4,1,0,4,1,1,125,316,279
151,0,4,1,4,4,1,1,143,485,292
152,1,5,0,0,8,1,0,61,308,-1
153,0,3,1,0,4,1,1,101,406,293
154,1,3,0,0,9,1,1,68,305,-1
155,0,4,1,0,4,1,1,125,333,294
157,0,4,1,0,4,1,1,108,327,296
159,2,6,1,0,8,1,0,107,344,301
160,0,5,0,0,4,1,1,148,316,-1
161,0,5,1,0,4,1,1,151,358,322
162,1,2,1,2,9,1,1,5,462,311
163,0,4,1,0,4,1,1,108,386,345
164,3,2,0,0,4,1,1,43,343,-1
165,0,4,0,0,4,1,1,125,340,-1
167,1,6,0,0,8,1,0,131,366,-1
168,2,6,1,0,8,1,0,107,485,318
169,2,7,0,0,8,1,0,159,344,-1
171,1,4,1,0,9,1,1,110,348,347
172,3,1,1,0,4,0,1,3,570,339
174,1,3,1,0,9,1,1,162,397,338
