second,family,mature,births,max_generation,changed_births,late_births
0,0,1,0,0,0,0
0,1,1,0,0,0,0
0,2,1,0,0,0,0
0,3,1,0,0,0,0
10,0,2,1,1,1,0
10,1,1,0,0,0,0
10,2,2,1,1,1,0
10,3,1,0,0,0,0
20,0,2,1,1,1,0
20,1,1,0,0,0,0
20,2,2,1,1,1,0
20,3,1,0,0,0,0
30,0,3,2,1,2,0
30,1,1,0,0,0,0
30,2,2,1,1,1,0
30,3,2,1,1,0,0
40,0,3,2,1,2,0
40,1,2,1,1,0,0
40,2,3,2,1,2,0
40,3,2,1,1,0,0
50,0,3,2,1,2,0
50,1,3,2,2,0,0
50,2,3,2,1,2,0
50,3,2,1,1,0,0
60,0,3,2,1,2,0
60,1,3,2,2,0,0
60,2,3,2,1,2,0
60,3,2,1,1,0,0
70,0,2,2,1,2,0
70,1,3,2,2,0,0
70,2,4,3,1,2,0
70,3,2,1,1,0,0
80,0,4,4,2,3,0
80,1,4,3,2,0,0
80,2,3,3,1,2,0
80,3,2,1,1,0,0
90,0,7,7,2,5,0
90,1,4,3,2,0,0
90,2,4,4,2,3,0
90,3,2,1,1,0,0
100,0,10,10,3,7,0
100,1,5,4,2,1,0
100,2,6,7,5,6,0
100,3,2,1,1,0,0
110,0,12,12,4,8,0
110,1,5,4,2,1,0
110,2,6,7,5,6,0
110,3,2,1,1,0,0
120,0,11,14,4,10,0
120,1,5,4,2,1,0
120,2,6,7,5,6,0
120,3,2,1,1,0,0
130,0,17,20,4,16,0
130,1,5,4,2,1,0
130,2,6,7,5,6,0
130,3,2,1,1,0,0
140,0,18,22,4,18,0
140,1,4,4,2,1,0
140,2,8,9,5,8,0
140,3,2,1,1,0,0
150,0,20,25,5,21,0
150,1,2,4,2,1,0
150,2,7,9,5,8,0
150,3,2,1,1,0,0
160,0,26,31,5,27,0
160,1,3,5,2,2,0
160,2,5,9,5,8,0
160,3,2,1,1,0,0
170,0,23,35,5,31,0
170,1,3,5,2,2,0
170,2,4,9,5,8,0
170,3,2,1,1,0,0
180,0,29,43,5,39,0
180,1,3,5,2,2,0
180,2,4,9,5,8,0
180,3,1,1,1,0,0
190,0,30,46,5,42,0
190,1,3,5,2,2,0
190,2,4,9,5,8,0
190,3,1,1,1,0,0
200,0,27,48,5,44,0
200,1,3,5,2,2,0
200,2,3,9,5,8,0
200,3,1,1,1,0,0
210,0,35,57,5,53,0
210,1,2,5,2,2,0
210,2,2,9,5,8,0
210,3,1,1,1,0,0
220,0,34,59,5,55,0
220,1,3,6,3,3,0
220,2,2,9,5,8,0
220,3,1,1,1,0,0
230,0,33,62,5,58,0
230,1,3,6,3,3,0
230,2,1,9,5,8,0
230,3,1,1,1,0,0
240,0,31,67,5,63,0
240,1,2,6,3,3,0
240,2,2,10,5,9,0
