second,family,mature,births,max_generation,changed_births,late_births
0,0,1,0,0,0,0
0,1,1,0,0,0,0
0,2,1,0,0,0,0
0,3,1,0,0,0,0
10,0,1,0,0,0,0
10,1,1,0,0,0,0
10,2,1,0,0,0,0
10,3,1,0,0,0,0
20,0,1,0,0,0,0
20,1,2,1,1,1,0
20,2,1,0,0,0,0
20,3,1,0,0,0,0
30,0,2,1,1,1,0
30,1,2,1,1,1,0
30,2,1,0,0,0,0
30,3,1,0,0,0,0
40,0,2,1,1,1,0
40,1,2,1,1,1,0
40,2,1,0,0,0,0
40,3,1,0,0,0,0
50,0,3,2,1,1,0
50,1,2,1,1,1,0
50,2,1,0,0,0,0
50,3,1,0,0,0,0
60,0,6,5,3,3,0
60,1,2,1,1,1,0
60,2,1,0,0,0,0
60,3,2,1,1,1,0
70,0,11,10,3,6,0
70,1,3,2,2,2,0
70,2,1,0,0,0,0
70,3,3,2,1,2,0
80,0,16,15,3,9,0
80,1,4,3,2,2,0
80,2,2,1,1,1,0
80,3,3,2,1,2,0
90,0,22,21,4,14,0
90,1,4,3,2,2,0
90,2,3,2,2,2,0
90,3,3,2,1,2,0
100,0,20,21,4,14,0
100,1,5,4,2,3,0
100,2,3,2,2,2,0
100,3,3,2,1,2,0
110,0,23,24,4,17,0
110,1,4,4,2,3,0
110,2,3,2,2,2,0
110,3,4,3,2,3,0
120,0,21,25,4,17,0
120,1,4,4,2,3,0
120,2,3,2,2,2,0
120,3,4,3,2,3,0
130,0,21,27,4,19,0
130,1,5,5,2,4,0
130,2,3,2,2,2,0
130,3,4,3,2,3,0
140,0,20,28,4,19,0
140,1,5,5,2,4,0
140,2,3,2,2,2,0
140,3,5,4,2,4,0
150,0,19,28,4,19,0
150,1,5,5,2,4,0
150,2,2,2,2,2,0
150,3,5,4,2,4,0
160,0,16,29,4,20,0
160,1,5,5,2,4,0
160,2,2,2,2,2,0
160,3,7,6,2,6,0
170,0,17,34,4,24,0
170,1,7,7,2,6,0
170,2,1,2,2,2,0
170,3,8,7,3,7,0
180,0,16,36,4,26,0
180,1,6,7,2,6,0
180,2,1,2,2,2,0
180,3,8,7,3,7,0
190,0,15,37,4,27,0
190,1,6,7,2,6,0
190,2,1,2,2,2,0
190,3,8,7,3,7,0
200,0,17,40,5,29,0
200,1,7,8,3,7,0
200,2,1,2,2,2,0
200,3,7,7,3,7,0
210,0,17,42,5,31,0
210,1,7,8,3,7,0
210,2,1,2,2,2,0
210,3,7,7,3,7,0
220,0,16,44,5,33,0
220,1,7,8,3,7,0
220,2,1,2,2,2,0
220,3,7,7,3,7,0
230,0,15,44,5,33,0
230,1,6,8,3,7,0
230,2,1,2,2,2,0
230,3,7,7,3,7,0
240,0,15,45,5,34,0
240,1,7,9,4,8,0
240,2,1,2,2,2,0
