second,id,parent,node,organism_parent,lineage,x,y,role,energy
0,0,-1,0,4294967295,1,-12.7964,-8.50018,1,0.97587
0,0,0,1,4294967295,1,-11.9731,-8.31698,8,1.24769
0,0,0,2,4294967295,1,-13.339,-7.86358,8,1.24769
0,0,0,3,4294967295,1,-13.1558,-9.24835,8,1.12822
0,1,-1,0,4294967295,2,12.1354,-9.53473,1,1.1988
0,1,0,1,4294967295,2,12.745,-10.2175,4,1.12014
0,1,1,2,4294967295,2,12.5537,-8.91908,3,1.19867
0,1,1,3,4294967295,2,11.4328,-10.1972,3,1.00135
0,2,-1,0,4294967295,3,-10.6981,10.3524,1,1.00306
0,2,0,1,4294967295,3,-11.4008,11.0639,4,1.11748
0,2,1,2,4294967295,3,-11.3028,9.75512,3,1.0014
0,2,1,3,4294967295,3,-10.0869,11.0562,3,1.19868
0,2,0,4,4294967295,3,-9.81968,9.46308,0,1.11667
0,2,4,5,4294967295,3,-9.08631,8.36316,0,1.00147
0,2,5,6,4294967295,3,-8.00871,7.67058,0,0.999867
0,2,6,7,4294967295,3,-7.32953,6.58447,0,0.999867
0,2,7,8,4294967295,3,-6.24243,5.90595,0,0.999867
0,3,-1,0,4294967295,4,3.40824,1.6083,1,1.19613
0,3,0,1,4294967295,4,4.18581,2.23709,4,1.11748
0,3,1,2,4294967295,4,2.90714,2.23878,3,1.00143
0,3,1,3,4294967295,4,3.91172,0.993208,3,1.00139
0,3,0,4,4294967295,4,2.62192,0.963199,2,1.00413
0,3,4,5,4294967295,4,1.7003,0.527369,3,1.11827
1,0,-1,0,4294967295,1,-12.7964,-8.50018,1,0.488025
1,0,0,1,4294967295,1,-11.9731,-8.31698,8,1.49089
1,0,0,2,4294967295,1,-13.339,-7.86358,8,1.58312
1,0,0,3,4294967295,1,-13.1558,-9.24835,8,1.33343
1,1,-1,0,4294967295,2,12.154,-9.6015,1,1.16955
1,1,0,1,4294967295,2,12.884,-10.1708,4,1.14325
1,1,1,2,4294967295,2,12.5766,-8.89455,3,1.16626
1,1,1,3,4294967295,2,11.6199,-10.4933,3,1.10119
1,2,-1,0,4294967295,3,-10.787,10.4042,1,1.05151
1,2,0,1,4294967295,3,-11.6389,10.9872,4,1.0522
1,2,1,2,4294967295,3,-11.2964,9.72451,3,1.04768
1,2,1,3,4294967295,3,-10.4616,11.5303,3,1.06072
1,2,0,4,4294967295,3,-9.84442,9.54061,0,1.05737
1,2,4,5,4294967295,3,-9.09571,8.39509,0,1.07128
1,2,5,6,4294967295,3,-8.01471,7.67569,0,1.02561
1,2,6,7,4294967295,3,-7.3315,6.58549,0,0.996983
1,2,7,8,4294967295,3,-6.24286,5.90628,0,0.988011
1,3,-1,0,4294967295,4,3.49908,1.6772,1,1.0933
1,3,0,1,4294967295,4,4.21884,2.43537,4,1.04369
1,3,1,2,4294967295,4,2.9536,2.28435,3,1.03764
1,3,1,3,4294967295,4,4.26375,1.18799,3,1.01697
1,3,0,4,4294967295,4,2.68828,0.972593,2,1.13322
1,3,4,5,4294967295,4,1.47845,0.392442,3,1.19885
2,0,-1,0,4294967295,1,-12.7974,-8.50193,1,0.382956
2,0,0,1,4294967295,1,-11.9732,-8.31866,8,1.35225
2,0,0,2,4294967295,1,-13.339,-7.86389,8,1.40629
2,0,0,3,4294967295,1,-13.1668,-9.24811,8,1.25998
2,1,-1,0,4294967295,2,12.327,-9.82761,1,0.896101
2,1,0,1,4294967295,2,13.2449,-10.0205,4,1.05726
2,1,1,2,4294967295,2,12.4386,-8.97999,3,1.04705
2,1,1,3,4294967295,2,12.281,-10.8968,3,1.01361
2,2,-1,0,4294967295,3,-11.0385,10.3965,1,0.977072
2,2,0,1,4294967295,3,-12.074,10.5803,4,1.03054
2,2,1,2,4294967295,3,-11.1142,9.59639,3,1.02164
2,2,1,3,4294967295,3,-11.5427,11.7393,3,0.992158
2,2,0,4,4294967295,3,-9.88785,9.82045,0,0.984393
2,2,4,5,4294967295,3,-9.12326,8.64876,0,1.01701
2,2,5,6,4294967295,3,-8.08929,7.79035,0,1.01966
2,2,6,7,4294967295,3,-7.396,6.65518,0,1.00402
2,2,7,8,4294967295,3,-6.29341,5.94055,0,0.992034
2,3,-1,0,4294967295,4,3.40155,1.90215,1,0.96916
2,3,0,1,4294967295,4,4.16706,2.66416,4,1.03856
2,3,1,2,4294967295,4,2.90259,2.82535,3,0.972555
2,3,1,3,4294967295,4,4.61053,1.47003,3,0.947761
2,3,0,4,4294967295,4,2.77289,1.09191,2,1.03611
2,3,4,5,4294967295,4,2.2034,0.682237,3,1.0832
2,5,-1,0,1,2,11.5187,-9.91103,1,0.5072
2,6,-1,0,2,3,-11.8173,10.2894,1,0.5072
2,7,-1,0,3,4,2.57671,1.59212,1,0.5072
2,4,-1,0,0,1,-12.3386,-9.1609,1,0.634267
3,0,-1,0,4294967295,1,-12.8087,-8.50892,1,0.440988
3,0,0,1,4294967295,1,-11.9811,-8.34603,8,1.41566
3,0,0,2,4294967295,1,-13.3371,-7.85963,8,1.34327
3,0,0,3,4294967295,1,-13.1834,-9.24914,8,1.25754
3,1,-1,0,4294967295,2,12.6626,-10.0819,1,0.69574
3,1,0,1,4294967295,2,13.4964,-9.65802,4,0.861466
3,1,1,2,4294967295,2,12.2111,-9.34078,3,0.935126
3,1,1,3,4294967295,2,13.385,-10.9715,3,0.952218
3,2,-1,0,4294967295,3,-11.5408,10.3333,1,0.81757
3,2,0,1,4294967295,3,-12.5223,10.3077,4,0.872712
3,2,1,2,4294967295,3,-11.4475,9.48141,3,0.900684
3,2,1,3,4294967295,3,-12.0185,11.5593,3,0.919418
3,2,0,4,4294967295,3,-10.2888,10.1389,0,0.888849
3,2,4,5,4294967295,3,-9.23627,9.08178,0,0.999267
3,2,5,6,4294967295,3,-8.17453,8.13795,0,0.99767
3,2,6,7,4294967295,3,-7.5616,6.91623,0,0.988946
3,2,7,8,4294967295,3,-6.52033,6.09362,0,0.985715
3,3,-1,0,4294967295,4,3.62979,2.24298,1,0.861372
3,3,0,1,4294967295,4,3.9429,3.21939,4,0.952064
3,3,1,2,4294967295,4,2.71887,2.79489,3,0.9581
3,3,1,3,4294967295,4,4.37537,2.04712,3,0.931353
3,3,0,4,4294967295,4,3.292,1.25068,2,0.920732
3,3,4,5,4294967295,4,2.61529,0.337097,3,1.05142
3,5,-1,0,1,2,11.8502,-10.0005,1,0.54543
3,6,-1,0,2,3,-12.0579,9.67968,1,0.64829
3,7,-1,0,3,4,2.86436,2.13405,1,0.614
3,4,-1,0,0,1,-12.3047,-9.12978,1,0.618267
3,5,0,1,1,2,10.9316,-10.0841,4,0.55697
3,6,0,1,2,3,-12.6117,8.82957,4,0.69411
3,7,0,1,3,4,1.98557,2.61552,4,0.6084
4,0,-1,0,4294967295,1,-12.8105,-8.51188,1,0.437614
4,0,0,1,4294967295,1,-11.9819,-8.34881,8,1.36364
4,0,0,2,4294967295,1,-13.3357,-7.86093,8,1.32122
4,0,0,3,4294967295,1,-13.1949,-9.24868,8,1.27099
4,1,-1,0,4294967295,2,13.0373,-10.0635,1,0.467914
4,1,0,1,4294967295,2,13.5084,-9.22552,4,0.697094
4,1,1,2,4294967295,2,12.2458,-9.56981,3,0.804493
4,1,1,3,4294967295,2,14.323,-10.2571,3,0.786968
4,2,-1,0,4294967295,3,-11.9804,10.0378,1,0.689518
4,2,0,1,4294967295,3,-12.9717,10.2506,4,0.773093
4,2,1,2,4294967295,3,-12.35,9.06905,3,0.801044
4,2,1,3,4294967295,3,-11.8205,10.901,3,0.839899
4,2,0,4,4294967295,3,-10.7325,9.87548,0,0.814412
4,2,4,5,4294967295,3,-9.5136,9.25535,0,0.931955
4,2,5,6,4294967295,3,-8.35575,8.63727,0,0.988226
4,2,6,7,4294967295,3,-7.79933,7.44876,0,0.99275
4,2,7,8,4294967295,3,-6.92589,6.46428,0,0.984617
4,3,-1,0,4294967295,4,3.57623,2.70822,1,0.757139
4,3,0,1,4294967295,4,3.75958,3.77059,4,0.894586
4,3,1,2,4294967295,4,2.79278,3.01214,3,0.920291
4,3,1,3,4294967295,4,4.60308,2.84633,3,1.157
4,3,0,4,4294967295,4,3.45833,1.62841,2,0.896498
4,3,4,5,4294967295,4,3.18858,0.416493,3,1.03939
4,5,-1,0,1,2,12.2357,-10.2651,1,0.617216
4,6,-1,0,2,3,-12.5513,9.51622,1,0.642334
4,7,-1,0,3,4,2.93487,2.23505,1,0.577256
4,4,-1,0,0,1,-12.292,-9.1232,1,0.602267
4,5,0,1,1,2,11.3423,-10.1762,4,0.53285
4,6,0,1,2,3,-12.701,8.46982,4,0.634105
4,7,0,1,3,4,2.13043,2.84902,4,0.553194
4,5,1,2,1,2,12.4107,-10.9778,3,0.504415
4,6,1,2,2,3,-11.3509,8.72481,3,0.635561
4,7,1,2,3,4,2.38009,1.60877,3,0.524087
5,0,-1,0,4294967295,1,-12.8073,-8.50808,1,0.436877
5,0,0,1,4294967295,1,-11.9804,-8.34195,8,1.32633
5,0,0,2,4294967295,1,-13.3369,-7.86032,8,1.30147
5,0,0,3,4294967295,1,-13.1812,-9.24914,8,1.38479
5,1,-1,0,4294967295,2,13.2551,-9.57649,1,0.249419
5,1,0,1,4294967295,2,13.3031,-8.6202,4,0.611982
5,1,1,2,4294967295,2,12.4044,-9.60823,3,0.715169
5,1,1,3,4294967295,2,14.472,-9.20262,3,0.731362
5,2,-1,0,4294967295,3,-12.2634,9.85847,1,0.466184
5,2,0,1,4294967295,3,-13.1464,10.3763,4,0.668451
5,2,1,2,4294967295,3,-13.5401,9.0748,3,0.710916
5,2,1,3,4294967295,3,-11.8387,10.5641,3,0.754569
5,2,0,4,4294967295,3,-11.0489,9.50123,0,0.725674
5,2,4,5,4294967295,3,-9.83588,9.08698,0,0.861012
5,2,5,6,4294967295,3,-8.60704,8.93676,0,0.919856
5,2,6,7,4294967295,3,-7.9744,7.86324,0,0.949496
5,2,7,8,4294967295,3,-7.17523,6.89404,0,0.961676
5,3,-1,0,4294967295,4,3.64752,3.03931,1,0.588036
5,3,0,1,4294967295,4,3.55044,4.08595,4,0.937751
5,3,1,2,4294967295,4,2.69181,3.14762,3,0.898673
5,3,1,3,4294967295,4,4.62289,3.42122,3,0.927389
5,3,0,4,4294967295,4,3.76934,2.09048,2,0.808028
5,3,4,5,4294967295,4,3.68548,1.43938,3,0.900551
5,5,-1,0,1,2,12.7157,-10.5513,1,0.637801
5,6,-1,0,2,3,-12.6893,9.16492,1,0.615763
5,7,-1,0,3,4,2.90434,2.48465,1,0.527155
5,4,-1,0,0,1,-12.3092,-9.13402,1,0.586267
5,5,0,1,1,2,11.8309,-10.2109,4,0.523709
5,6,0,1,2,3,-12.9271,8.25559,4,0.6127
5,7,0,1,3,4,1.98278,3.01771,4,0.509905
5,5,1,2,1,2,12.0796,-11.5161,3,0.490394
5,6,1,2,2,3,-12.066,9.24782,3,0.694633
5,7,1,2,3,4,1.96591,1.74871,3,0.49408
5,5,1,3,1,2,12.6683,-9.13274,3,0.51635
5,6,1,3,2,3,-12.9656,9.59651,3,0.53185
5,7,1,3,3,4,3.23363,3.18836,3,0.515372
6,0,-1,0,4294967295,1,-12.8044,-8.50579,1,0.448711
6,0,0,1,4294967295,1,-11.9785,-8.33487,8,1.39514
6,0,0,2,4294967295,1,-13.3375,-7.86116,8,1.3064
6,0,0,3,4294967295,1,-13.174,-9.24881,8,1.35522
6,1,-1,0,4294967295,2,13.7017,-8.92778,1,0.487786
6,1,0,1,4294967295,2,12.8904,-8.48365,4,0.542604
6,1,1,2,4294967295,2,13.0247,-9.84018,3,0.56974
6,1,1,3,4294967295,2,14.1399,-8.018,3,0.578413
6,2,-1,0,4294967295,3,-12.8201,10.0248,1,0.127086
6,2,0,1,4294967295,3,-13.3541,10.9801,4,0.67138
6,2,1,2,4294967295,3,-14.4236,10.2478,3,0.684443
6,2,1,3,4294967295,3,-12.1084,10.5876,3,0.673527
6,2,0,4,4294967295,3,-11.6788,9.41168,0,0.721773
6,2,4,5,4294967295,3,-10.3274,8.94447,0,0.790531
6,2,5,6,4294967295,3,-8.98523,8.94388,0,0.854479
6,2,6,7,4294967295,3,-8.06603,8.02844,0,0.897902
6,2,7,8,4294967295,3,-7.0699,7.218,0,0.918639
6,3,-1,0,4294967295,4,3.48199,3.49998,1,0.351353
6,3,0,1,4294967295,4,3.2124,4.56725,4,0.938758
6,3,1,2,4294967295,4,2.51853,3.49605,3,0.908299
6,3,1,3,4294967295,4,4.27939,3.95228,3,1.0029
6,3,0,4,4294967295,4,3.88274,2.49137,2,0.989295
6,3,4,5,4294967295,4,4.08058,1.22132,3,0.861199
6,5,-1,0,1,2,12.49,-10.4507,1,0.589524
6,6,-1,0,2,3,-12.7912,9.12676,1,0.606283
6,7,-1,0,3,4,2.76102,3.02887,1,0.491195
6,4,-1,0,0,1,-12.3207,-9.14286,1,0.690267
6,5,0,1,1,2,11.7631,-9.8658,4,0.580732
6,6,0,1,2,3,-12.9195,8.02586,4,0.601631
6,7,0,1,3,4,1.76475,3.48301,4,0.496655
6,5,1,2,1,2,11.9046,-11.1744,3,0.546067
6,6,1,2,2,3,-11.761,8.54392,3,0.622036
6,7,1,2,3,4,1.97906,2.24074,3,0.462614
6,5,1,3,1,2,12.972,-9.26996,3,0.565266
6,6,1,3,2,3,-13.9248,8.83244,3,0.579799
6,7,1,3,3,4,2.90813,4.00507,3,0.575792
6,6,0,4,2,3,-11.8646,9.96563,0,0.52
6,7,0,4,3,4,3.62531,2.49329,2,0.52
7,0,-1,0,4294967295,1,-12.8019,-8.50418,1,0.461634
7,0,0,1,4294967295,1,-11.9767,-8.32953,8,1.36479
7,0,0,2,4294967295,1,-13.3381,-7.86235,8,1.4063
7,0,0,3,4294967295,1,-13.1697,-9.2482,8,1.44875
7,1,-1,0,4294967295,2,13.7249,-8.69554,1,0.520786
7,1,0,1,4294967295,2,12.7963,-8.51119,4,0.540426
7,1,1,2,4294967295,2,13.663,-9.47297,3,0.679068
7,1,1,3,4294967295,2,13.6612,-7.53291,3,0.538888
7,2,-1,0,4294967295,3,-12.985,10.0908,1,0.630422
7,2,0,1,4294967295,3,-13.0995,11.2188,4,0.691871
7,2,1,2,4294967295,3,-14.3632,10.9604,3,0.683607
7,2,1,3,4294967295,3,-11.809,10.9139,3,0.861365
7,2,0,4,4294967295,3,-12.2023,9.10104,0,0.70844
7,2,4,5,4294967295,3,-10.9309,8.64721,0,0.743225
7,2,5,6,4294967295,3,-9.57878,8.6749,0,0.819211
7,2,6,7,4294967295,3,-8.36211,8.05466,0,0.889777
7,2,7,8,4294967295,3,-7.03602,7.71795,0,0.901119
7,3,-1,0,4294967295,4,3.22355,3.8466,1,0.805351
7,3,0,1,4294967295,4,2.96814,4.90097,4,0.842627
7,3,1,2,4294967295,4,2.03702,4.01444,3,0.842749
7,3,1,3,4294967295,4,4.13675,4.4303,3,0.920017
7,3,0,4,4294967295,4,3.79602,2.92525,2,0.938752
7,3,4,5,4294967295,4,4.2956,1.92961,3,0.87975
7,5,-1,0,1,2,12.1863,-9.92662,1,0.324355
7,6,-1,0,2,3,-12.9505,9.14391,1,0.587362
7,7,-1,0,3,4,2.42076,3.48361,1,0.557058
7,4,-1,0,0,1,-12.3286,-9.14923,1,0.674267
7,5,0,1,1,2,11.4195,-9.39937,4,0.401537
7,6,0,1,2,3,-12.8911,8.00558,4,0.565268
7,7,0,1,3,4,1.44419,4.00422,4,0.542388
7,5,1,2,1,2,11.8052,-10.6344,3,0.435853
7,6,1,2,2,3,-11.6779,8.48306,3,0.579433
7,7,1,2,3,4,1.97062,2.85838,3,0.516354
7,5,1,3,1,2,12.7536,-9.32489,3,0.451851
7,6,1,3,2,3,-14.1628,7.95021,3,0.534723
7,7,1,3,3,4,2.62923,4.33896,3,0.55851
7,6,0,4,2,3,-12.4687,10.3081,0,0.598557
7,7,0,4,3,4,3.12469,2.74443,2,0.568062
7,8,-1,0,5,2,12.0314,-9.13535,1,0.505867
8,0,-1,0,4294967295,1,-12.8008,-8.50324,1,0.460006
8,0,0,1,4294967295,1,-11.9762,-8.32638,8,1.36131
8,0,0,2,4294967295,1,-13.338,-7.86203,8,1.38564
8,0,0,3,4294967295,1,-13.1661,-9.24881,8,1.41051
8,1,-1,0,4294967295,2,13.4534,-8.32959,1,0.531013
8,1,0,1,4294967295,2,12.5286,-8.27296,4,0.537345
8,1,1,2,4294967295,2,13.5245,-9.10485,3,0.655586
8,1,1,3,4294967295,2,13.5123,-7.41139,3,0.534628
8,2,-1,0,4294967295,3,-12.8333,10.115,1,0.583865
8,2,0,1,4294967295,3,-12.718,11.1891,4,0.635156
8,2,1,2,4294967295,3,-13.947,10.7789,3,0.611607
8,2,1,3,4294967295,3,-11.8974,10.1096,3,0.676866
8,2,0,4,4294967295,3,-12.3768,8.88709,0,0.625634
8,2,4,5,4294967295,3,-11.2669,8.1011,0,0.738151
8,2,5,6,4294967295,3,-9.95145,8.25994,0,0.856525
8,2,6,7,4294967295,3,-8.67687,8.00723,0,0.924515
8,2,7,8,4294967295,3,-7.4071,8.29961,0,0.953772
8,3,-1,0,4294967295,4,3.24373,4.5537,1,0.733329
8,3,0,1,4294967295,4,2.68147,5.38936,4,0.7502
8,3,1,2,4294967295,4,1.84118,4.33183,3,0.773172
8,3,1,3,4294967295,4,3.89815,4.98412,3,0.766452
8,3,0,4,4294967295,4,3.94491,3.82644,2,0.774981
8,3,4,5,4294967295,4,4.27663,3.1836,3,0.815643
8,5,-1,0,1,2,11.7065,-9.62894,1,0.361842
8,6,-1,0,2,3,-12.7216,9.3375,1,0.62643
8,7,-1,0,3,4,1.90783,3.53238,1,0.60374
8,4,-1,0,0,1,-12.3339,-9.15304,1,0.658267
8,5,0,1,1,2,11.1708,-8.89569,4,0.370194
8,6,0,1,2,3,-12.4175,8.29795,4,0.558058
8,7,0,1,3,4,1.07581,4.08561,4,0.559875
8,5,1,2,1,2,11.2202,-10.2131,3,0.372659
8,6,1,2,2,3,-11.6348,9.38895,3,0.552792
8,7,1,2,3,4,1.38157,2.82846,3,0.546159
8,5,1,3,1,2,12.4655,-9.2358,3,0.387308
8,6,1,3,2,3,-13.6973,8.12502,3,0.507504
8,7,1,3,3,4,2.2954,4.58668,3,0.535196
8,6,0,4,2,3,-12.4636,10.604,0,0.603685
8,7,0,4,3,4,2.67997,2.92555,2,0.650251
8,8,-1,0,5,2,11.89,-8.84541,1,0.489867
8,6,4,5,2,3,-11.7134,11.8084,0,0.579303
8,7,4,5,3,4,3.06758,2.37366,3,0.674648
9,0,-1,0,4294967295,1,-12.8009,-8.50345,1,0.453627
9,0,0,1,4294967295,1,-11.9759,-8.32773,8,1.35225
9,0,0,2,4294967295,1,-13.3385,-7.86268,8,1.36651
9,0,0,3,4294967295,1,-13.1674,-9.24799,8,1.38108
9,1,-1,0,4294967295,2,13.0699,-8.2115,1,0.597033
9,1,0,1,4294967295,2,12.2358,-7.81492,4,0.587068
9,1,1,2,4294967295,2,12.8116,-8.99921,3,0.609332
9,1,1,3,4294967295,2,13.4155,-7.23408,3,0.564676
9,2,-1,0,4294967295,3,-12.605,10.171,1,0.468218
9,2,0,1,4294967295,3,-12.5419,11.3172,4,0.500671
9,2,1,2,4294967295,3,-13.5665,10.6285,3,0.512813
9,2,1,3,4294967295,3,-11.7732,10.2601,3,0.547041
9,2,0,4,4294967295,3,-12.43,8.87945,0,0.569308
9,2,4,5,4294967295,3,-11.5286,7.76524,0,0.716775
9,2,5,6,4294967295,3,-10.2391,7.88993,0,0.845829
9,2,6,7,4294967295,3,-8.94616,7.90798,0,0.93157
9,2,7,8,4294967295,3,-7.85703,8.64424,0,0.936638
9,3,-1,0,4294967295,4,2.7136,5.17103,1,0.763344
9,3,0,1,4294967295,4,1.84296,5.72171,4,0.760599
9,3,1,2,4294967295,4,1.87431,4.39446,3,0.763631
9,3,1,3,4294967295,4,3.05579,6.12546,3,0.740228
9,3,0,4,4294967295,4,3.59377,4.60139,2,0.762114
9,3,4,5,4294967295,4,4.55098,3.65483,3,0.762379
9,5,-1,0,1,2,11.31,-9.37853,1,0.405879
9,6,-1,0,2,3,-11.9884,9.53704,1,0.610664
9,7,-1,0,3,4,1.62582,3.72676,1,0.478269
9,4,-1,0,0,1,-12.3322,-9.15162,1,0.642267
9,5,0,1,1,2,10.9579,-8.52758,4,0.451353
9,6,0,1,2,3,-11.5686,8.56089,4,0.566182
9,7,0,1,3,4,0.800269,4.26028,4,0.522234
9,5,1,2,1,2,10.5304,-9.77194,3,0.527805
9,6,1,2,2,3,-11.1265,9.76015,3,0.567715
9,7,1,2,3,4,0.948129,2.92089,3,0.581029
9,5,1,3,1,2,12.198,-8.9591,3,0.463123
9,6,1,3,2,3,-12.8604,8.63808,3,0.524066
9,7,1,3,3,4,1.94048,4.90884,3,0.53813
9,6,0,4,2,3,-12.1866,10.785,0,0.62952
9,7,0,4,3,4,2.38689,3.09922,2,0.552028
9,8,-1,0,5,2,11.7053,-8.66786,1,0.473867
9,6,4,5,2,3,-12.0069,12.0761,0,0.616231
9,7,4,5,3,4,2.93899,2.15605,3,0.651057
9,6,5,6,2,3,-11.6511,13.3214,0,0.585973
9,9,-1,0,7,4,0.798515,3.75046,1,0.6304
10,0,-1,0,4294967295,1,-12.8019,-8.50395,1,0.447227
10,0,0,1,4294967295,1,-11.9769,-8.32873,8,1.339
10,0,0,2,4294967295,1,-13.3378,-7.86172,8,1.34735
10,0,0,3,4294967295,1,-13.1681,-9.24887,8,1.35589
10,1,-1,0,4294967295,2,12.7791,-7.95015,1,0.636016
10,1,0,1,4294967295,2,12.0211,-7.43917,4,0.613362
10,1,1,2,4294967295,2,12.4482,-8.6751,3,0.588191
10,1,1,3,4294967295,2,13.318,-7.25141,3,0.624952
10,2,-1,0,4294967295,3,-12.1932,10.3371,1,0.136094
10,2,0,1,4294967295,3,-12.3456,11.4254,4,0.460621
10,2,1,2,4294967295,3,-13.4239,10.749,3,0.466792
10,2,1,3,4294967295,3,-11.1559,10.8393,3,0.547821
10,2,0,4,4294967295,3,-11.9274,9.10774,0,0.552037
10,2,4,5,4294967295,3,-11.622,7.84578,0,0.696879
10,2,5,6,4294967295,3,-10.405,7.67374,0,0.796255
10,2,6,7,4294967295,3,-9.15197,7.752,0,0.880202
10,2,7,8,4294967295,3,-8.25897,8.69251,0,0.931892
10,3,-1,0,4294967295,4,2.25857,5.45968,1,0.733998
10,3,0,1,4294967295,4,1.20382,5.55592,4,0.72071
10,3,1,2,4294967295,4,2.19745,4.70388,3,0.731633
10,3,1,3,4294967295,4,1.7884,6.66389,3,0.704858
10,3,0,4,4294967295,4,3.26924,5.10482,2,0.739116
10,3,4,5,4294967295,4,4.06334,4.57381,3,0.738927
10,5,-1,0,1,2,10.8126,-8.9796,1,0.425102
10,6,-1,0,2,3,-11.5141,9.77008,1,0.596183
10,7,-1,0,3,4,1.23399,4.0101,1,0.539394
10,4,-1,0,0,1,-12.3304,-9.15021,1,0.626267
10,5,0,1,1,2,10.403,-8.18456,4,0.429992
10,6,0,1,2,3,-10.9694,8.82938,4,0.551362
10,7,0,1,3,4,0.327599,4.54214,4,0.537695
10,5,1,2,1,2,10.2049,-9.48429,3,0.444525
10,6,1,2,2,3,-10.5306,10.0528,3,0.553189
10,7,1,2,3,4,0.882493,3.35134,3,0.540937
10,5,1,3,1,2,11.5973,-8.79826,3,0.431461
10,6,1,3,2,3,-12.2012,8.42501,3,0.509819
10,7,1,3,3,4,1.51467,4.89332,3,0.548659
10,6,0,4,2,3,-11.8099,10.9934,0,0.606418
10,7,0,4,3,4,2.08301,3.28756,2,0.549081
10,8,-1,0,5,2,11.1005,-8.20454,1,0.457867
10,6,4,5,2,3,-11.8347,12.3254,0,0.598443
10,7,4,5,3,4,2.85291,2.26743,3,0.557548
10,6,5,6,2,3,-12.3832,13.5115,0,0.58295
10,9,-1,0,7,4,0.419832,3.86302,1,0.7344
10,6,6,7,2,3,-11.2808,14.1527,0,0.527891
11,0,-1,0,4294967295,1,-12.8019,-8.50412,1,0.440827
11,0,0,1,4294967295,1,-11.9767,-8.32945,8,1.32328
11,0,0,2,4294967295,1,-13.3381,-7.86217,8,1.32818
11,0,0,3,4294967295,1,-13.1694,-9.24835,8,1.33318
11,1,-1,0,4294967295,2,12.4545,-7.77254,1,0.662511
11,1,0,1,4294967295,2,11.9438,-7.01238,4,0.611972
11,1,1,2,4294967295,2,11.8959,-8.32848,3,0.58959
11,1,1,3,4294967295,2,13.2513,-7.13654,3,0.600978
11,2,-1,0,4294967295,3,-11.7304,10.5197,1,0.458532
11,2,0,1,4294967295,3,-11.6867,11.6554,4,0.414642
11,2,1,2,4294967295,3,-12.8364,11.1462,3,0.381417
11,2,1,3,4294967295,3,-10.6479,10.9789,3,0.435401
11,2,0,4,4294967295,3,-11.7881,9.27746,0,0.633362
11,2,4,5,4294967295,3,-11.5529,7.89868,0,0.653711
11,2,5,6,4294967295,3,-10.3566,7.61482,0,0.764235
11,2,6,7,4294967295,3,-9.13788,7.5325,0,0.87251
11,2,7,8,4294967295,3,-8.36351,8.52944,0,0.963378
11,3,-1,0,4294967295,4,1.72819,5.6603,1,0.723985
11,3,0,1,4294967295,4,0.886945,5.14189,4,0.715825
11,3,1,2,4294967295,4,2.1869,5.0077,3,0.72403
11,3,1,3,4294967295,4,1.14204,6.36795,3,0.705457
11,3,0,4,4294967295,4,2.68342,5.92875,2,0.721978
11,3,4,5,4294967295,4,3.49199,5.78194,3,0.715683
11,5,-1,0,1,2,10.2929,-8.67877,1,0.428558
11,6,-1,0,2,3,-11.0427,9.97013,1,0.609284
11,7,-1,0,3,4,0.865004,4.01487,1,0.538872
11,4,-1,0,0,1,-12.3289,-9.14938,1,0.610267
11,5,0,1,1,2,10.0002,-7.81556,4,0.4465
11,6,0,1,2,3,-10.2493,9.26431,4,0.609344
11,7,0,1,3,4,0.060624,4.47449,4,0.515611
11,5,1,2,1,2,9.57637,-9.05569,3,0.540517
11,6,1,2,2,3,-10.3552,10.5353,3,0.577478
11,7,1,2,3,4,0.627801,3.27126,3,0.518753
11,5,1,3,1,2,11.1564,-8.48067,3,0.429828
11,6,1,3,2,3,-11.3966,8.73065,3,0.532314
11,7,1,3,3,4,1.35949,4.58936,3,0.506474
11,6,0,4,2,3,-11.6491,11.0492,0,0.612639
11,7,0,4,3,4,1.74237,3.60804,2,0.564672
11,8,-1,0,5,2,10.6782,-7.95946,1,0.561867
11,6,4,5,2,3,-11.9707,12.3223,0,0.596483
11,7,4,5,3,4,2.2629,3.19807,3,0.582885
11,6,5,6,2,3,-12.4544,13.4354,0,0.591274
11,9,-1,0,7,4,0.127576,3.65498,1,0.8384
11,6,6,7,2,3,-11.9425,14.6259,0,0.644563
12,0,-1,0,4294967295,1,-12.8023,-8.50433,1,0.438456
12,0,0,1,4294967295,1,-11.9771,-8.33008,8,1.42164
12,0,0,2,4294967295,1,-13.3379,-7.86175,8,1.30922
12,0,0,3,4294967295,1,-13.1696,-9.24868,8,1.31215
12,1,-1,0,4294967295,2,12.2809,-7.47392,1,0.633273
12,1,0,1,4294967295,2,11.769,-6.70888,4,0.651874
12,1,1,2,4294967295,2,11.6663,-8.01932,3,0.618167
12,1,1,3,4294967295,2,13.0628,-6.89065,3,0.683825
12,2,-1,0,4294967295,3,-11.1556,10.8145,1,0.529413
12,2,0,1,4294967295,3,-10.9854,11.8977,4,0.473056
12,2,1,2,4294967295,3,-12.2305,11.5905,3,0.400453
12,2,1,3,4294967295,3,-10.2435,10.8909,3,0.517526
12,2,0,4,4294967295,3,-11.483,9.58198,0,0.616511
12,2,4,5,4294967295,3,-11.5218,8.22072,0,0.722039
12,2,5,6,4294967295,3,-10.3742,7.65272,0,0.795876
