second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,6,3,1,2,0
20,0,6,3,1,2,0
30,0,6,3,1,2,0
40,0,4,3,1,2,0
50,0,2,3,1,2,0
60,0,2,3,1,2,0
70,0,1,3,1,2,0
80,0,1,3,1,2,0
90,0,1,3,1,2,0
100,0,1,3,1,2,0
110,0,2,4,1,2,0
120,0,2,4,1,2,0
130,0,1,4,1,2,0
140,0,1,4,1,2,0
150,0,1,4,1,2,0
160,0,1,4,1,2,0
170,0,1,4,1,2,0
180,0,2,5,1,3,0
190,0,3,6,1,4,0
200,0,3,6,1,4,0
210,0,4,7,2,5,0
220,0,4,7,2,5,0
230,0,6,10,2,7,0
240,0,7,11,3,8,0
250,0,7,11,3,8,0
260,0,7,12,3,9,0
270,0,7,12,3,9,0
280,0,4,12,3,9,0
290,0,3,12,3,9,0
300,0,3,13,3,10,0
310,0,3,13,3,10,0
320,0,3,13,3,10,0
330,0,2,13,3,10,0
340,0,1,13,3,10,0
350,0,2,14,4,11,0
360,0,2,14,4,11,0
370,0,3,15,4,12,0
380,0,4,16,5,13,0
390,0,3,16,5,13,0
400,0,2,16,5,13,0
410,0,2,16,5,13,0
420,0,2,16,5,13,0
430,0,3,17,5,14,0
440,0,3,17,5,14,0
450,0,2,17,5,14,0
460,0,2,17,5,14,0
470,0,2,17,5,14,0
480,0,3,18,5,15,0
490,0,4,19,6,16,0
500,0,4,19,6,16,0
510,0,4,19,6,16,0
520,0,4,19,6,16,0
530,0,4,19,6,16,0
540,0,4,19,6,16,0
550,0,3,19,6,16,0
560,0,3,19,6,16,0
570,0,3,19,6,16,0
580,0,4,20,6,17,0
590,0,3,20,6,17,0
600,0,3,20,6,17,0
610,0,4,22,7,19,0
620,0,4,22,7,19,0
630,0,5,23,7,20,0
640,0,5,23,7,20,0
650,0,6,24,8,21,0
660,0,6,25,8,22,0
670,0,4,25,8,22,0
680,0,3,25,8,22,0
690,0,2,25,8,22,0
700,0,4,27,9,24,0
710,0,5,28,9,25,0
720,0,7,30,9,27,0
730,0,7,30,9,27,0
740,0,5,30,9,27,0
750,0,5,31,9,28,0
760,0,5,31,9,28,0
770,0,7,34,10,31,0
780,0,6,34,10,31,0
790,0,7,36,11,33,0
800,0,6,36,11,33,0
810,0,5,36,11,33,0
820,0,4,36,11,33,0
830,0,4,37,11,34,0
840,0,4,37,11,34,0
850,0,4,37,11,34,0
860,0,3,37,11,34,0
870,0,3,38,12,35,0
880,0,4,39,12,36,0
890,0,5,40,12,37,0
900,0,5,40,12,37,0
910,0,7,42,13,39,2
920,0,6,42,13,39,2
930,0,7,44,13,41,4
940,0,7,45,14,42,5
950,0,7,46,14,43,6
960,0,6,46,14,43,6
970,0,3,46,14,43,6
980,0,2,46,14,43,6
990,0,1,46,14,43,6
1000,0,2,47,14,44,7
1010,0,3,48,14,45,8
1020,0,3,48,14,45,8
1030,0,4,49,14,46,9
1040,0,4,49,14,46,9
1050,0,4,49,14,46,9
1060,0,5,50,14,47,10
1070,0,4,50,14,47,10
1080,0,2,50,14,47,10
1090,0,2,50,14,47,10
1100,0,2,50,14,47,10
1110,0,1,50,14,47,10
1120,0,1,50,14,47,10
1130,0,2,51,14,48,11
1140,0,2,51,14,48,11
1150,0,2,51,14,48,11
1160,0,2,51,14,48,11
1170,0,2,51,14,48,11
1180,0,3,52,14,49,12
1190,0,3,53,14,50,13
1200,0,4,54,14,51,14
1210,0,4,54,14,51,14
1220,0,4,54,14,51,14
1230,0,4,55,14,52,15
1240,0,4,56,14,53,16
1250,0,4,56,14,53,16
1260,0,5,57,14,54,17
1270,0,5,57,14,54,17
1280,0,5,58,15,55,18
1290,0,5,59,16,56,19
1300,0,5,59,16,56,19
1310,0,5,59,16,56,19
1320,0,4,59,16,56,19
1330,0,4,59,16,56,19
1340,0,3,59,16,56,19
1350,0,3,60,17,57,20
1360,0,4,61,18,58,21
1370,0,4,61,18,58,21
1380,0,3,61,18,58,21
1390,0,2,61,18,58,21
1400,0,2,61,18,58,21
1410,0,4,63,19,60,23
1420,0,6,65,19,62,25
1430,0,6,66,20,63,26
1440,0,7,67,20,64,27
1450,0,6,67,20,64,27
1460,0,6,67,20,64,27
1470,0,4,67,20,64,27
1480,0,5,68,20,65,28
1490,0,7,70,20,67,30
1500,0,8,71,20,68,31
1510,0,9,72,20,69,32
1520,0,7,72,20,69,32
1530,0,7,73,20,70,33
1540,0,7,73,20,70,33
1550,0,6,73,20,70,33
1560,0,7,75,20,72,35
1570,0,7,76,20,73,36
1580,0,7,77,20,74,37
1590,0,7,77,20,74,37
1600,0,8,78,21,75,38
1610,0,7,79,21,76,39
1620,0,5,79,21,76,39
1630,0,3,79,21,76,39
1640,0,2,79,21,76,39
1650,0,2,79,21,76,39
1660,0,1,79,21,76,39
1670,0,1,79,21,76,39
1680,0,1,79,21,76,39
1690,0,1,79,21,76,39
1700,0,1,79,21,76,39
1710,0,2,80,22,77,40
1720,0,4,82,23,79,42
1730,0,5,83,23,80,43
1740,0,6,84,24,81,44
1750,0,6,85,24,82,45
1760,0,4,85,24,82,45
1770,0,4,85,24,82,45
1780,0,3,85,24,82,45
1790,0,3,85,24,82,45
1799,0,2,85,24,82,45
