second,family,mature,births,max_generation,changed_births,late_births
0,0,1,0,0,0,0
0,1,1,0,0,0,0
0,2,1,0,0,0,0
0,3,1,0,0,0,0
10,0,2,1,1,1,0
10,1,1,0,0,0,0
10,2,1,0,0,0,0
10,3,1,0,0,0,0
20,0,2,1,1,1,0
20,1,2,1,1,1,0
20,2,2,1,1,0,0
20,3,1,0,0,0,0
30,0,3,2,2,2,0
30,1,2,1,1,1,0
30,2,2,1,1,0,0
30,3,1,0,0,0,0
40,0,3,3,2,3,0
40,1,2,1,1,1,0
40,2,2,1,1,0,0
40,3,1,0,0,0,0
50,0,3,3,2,3,0
50,1,2,1,1,1,0
50,2,2,1,1,0,0
50,3,1,0,0,0,0
60,0,2,3,2,3,0
60,1,3,2,2,2,0
60,2,2,1,1,0,0
60,3,1,0,0,0,0
70,0,1,3,2,3,0
70,1,3,2,2,2,0
70,2,2,2,1,1,0
70,3,1,0,0,0,0
80,0,2,4,2,4,0
80,1,3,2,2,2,0
80,2,2,2,1,1,0
80,3,1,0,0,0,0
90,0,3,5,2,5,0
90,1,3,2,2,2,0
90,2,2,2,1,1,0
90,3,1,0,0,0,0
100,0,4,6,2,6,0
100,1,5,4,3,4,0
100,2,2,2,1,1,0
100,3,1,0,0,0,0
110,0,4,7,2,7,0
110,1,5,4,3,4,0
110,2,2,2,1,1,0
110,3,1,0,0,0,0
120,0,4,7,2,7,0
120,1,6,5,3,5,0
120,2,2,2,1,1,0
120,3,1,0,0,0,0
130,0,3,7,2,7,0
130,1,7,6,4,6,0
130,2,2,2,1,1,0
130,3,1,0,0,0,0
140,0,4,8,2,8,0
140,1,7,6,4,6,0
140,2,2,3,2,2,0
140,3,1,0,0,0,0
150,0,5,9,3,9,0
150,1,8,7,4,7,0
150,2,2,3,2,2,0
150,3,1,0,0,0,0
160,0,6,10,3,10,0
160,1,8,7,4,7,0
160,2,2,3,2,2,0
160,3,1,0,0,0,0
170,0,7,12,4,12,0
170,1,8,8,5,8,0
170,2,2,3,2,2,0
170,3,0,0,0,0,0
180,0,6,12,4,12,0
180,1,7,8,5,8,0
180,2,2,3,2,2,0
180,3,0,0,0,0,0
190,0,4,12,4,12,0
190,1,7,9,5,9,0
190,2,3,4,3,3,0
190,3,0,0,0,0,0
200,0,3,12,4,12,0
200,1,6,10,5,10,0
200,2,2,4,3,3,0
200,3,0,0,0,0,0
210,0,3,13,4,13,0
210,1,6,10,5,10,0
210,2,2,4,3,3,0
210,3,0,0,0,0,0
220,0,5,15,5,15,0
220,1,7,11,5,10,0
220,2,2,4,3,3,0
220,3,0,0,0,0,0
230,0,5,15,5,15,0
230,1,7,11,5,10,0
230,2,2,4,3,3,0
230,3,0,0,0,0,0
240,0,5,16,5,16,0
240,1,7,11,5,10,0
240,2,2,4,3,3,0
