seconds,id,lineage,generation,cell,parent,x,y,role,vx,vy,hue,mature
0,0,1,0,0,-1,-12.6863,-8.50447,1,0,0,0.7,1
0,0,1,0,1,0,-11.8796,-8.35766,8,0,0,0.7,1
0,0,1,0,2,0,-13.2168,-7.87934,8,0,0,0.7,1
0,0,1,0,3,0,-12.8726,-9.18784,8,0,0,0.7,1
0,0,1,0,4,1,-11.1417,-8.22339,0,0,0,0.7,1
0,1,2,0,0,-1,10.7439,-7.56717,1,0,0,0.09,1
0,1,2,0,1,0,11.5379,-8.24671,4,0,0,0.09,1
0,1,2,0,2,1,11.3989,-6.85426,3,0,0,0.09,1
0,1,2,0,3,1,10.2256,-8.22636,3,0,0,0.09,1
0,2,3,0,0,-1,-11.438,12.4677,1,0,0,0.34,1
0,2,3,0,1,0,-12.2071,13.1042,4,0,0,0.34,1
0,2,3,0,2,1,-12.1092,11.7954,3,0,0,0.34,1
0,2,3,0,3,1,-10.8997,12.99,3,0,0,0.34,1
0,2,3,0,4,0,-10.5596,11.5784,0,0,0,0.34,1
0,2,3,0,5,4,-9.88042,10.4923,0,0,0,0.34,1
0,2,3,0,6,5,-8.80281,9.7997,0,0,0,0.34,1
0,2,3,0,7,6,-8.12364,8.7136,0,0,0,0.34,1
0,2,3,0,8,7,-6.98348,8.02237,0,0,0,0.34,1
0,3,4,0,0,-1,0.856787,4.46751,1,0,0,0.57,1
0,3,4,0,1,0,1.75717,5.09942,8,0,0,0.57,1
0,3,4,0,2,1,2.62051,5.57952,3,0,0,0.57,1
0,3,4,0,3,0,-0.140657,4.9313,8,0,0,0.57,1
0,3,4,0,4,3,-0.988107,5.43893,3,0,0,0.57,1
0,3,4,0,5,0,0.953853,3.3718,8,0,0,0.57,1
0,3,4,0,6,5,0.93796,2.38407,3,0,0,0.57,1
30,0,1,0,0,-1,-12.626,-8.58053,1,-0.00956775,0.0632801,0.7,1
30,0,1,0,1,0,-11.8667,-8.2165,8,-0.059385,0.0635482,0.7,1
30,0,1,0,2,0,-13.2874,-7.93311,8,-0.0248041,-0.226876,0.7,1
30,0,1,0,3,0,-12.5255,-9.30679,8,-0.237925,0.111149,0.7,1
30,0,1,0,4,1,-11.1901,-7.85807,0,0.0885701,-0.126844,0.7,1
30,1,2,0,0,-1,11.1517,-7.34997,1,0.189637,0.363423,0.09,1
30,1,2,0,1,0,11.8538,-6.49122,4,0.266162,0.33123,0.09,1
30,1,2,0,2,1,10.4279,-6.3245,3,0.271276,0.27019,0.09,1
30,1,2,0,3,1,12.0436,-7.81677,3,0.0934675,0.326609,0.09,1
30,2,3,0,0,-1,-5.76439,16.0724,1,-0.0835572,0.101136,0.34,1
30,2,3,0,1,0,-5.26916,16.9869,4,-0.14111,0.131586,0.34,1
30,2,3,0,2,1,-6.4939,16.5437,3,-0.193882,0.255131,0.34,1
30,2,3,0,3,1,-4.78419,15.786,3,-0.01945,0.176075,0.34,1
30,2,3,0,4,0,-6.65567,15.1216,0,-0.00404302,0.0173912,0.34,1
30,2,3,0,5,4,-7.89357,14.4019,0,0.00731255,-0.163747,0.34,1
30,2,3,0,6,5,-9.0339,13.8163,0,-0.0616624,-0.188193,0.34,1
30,2,3,0,7,6,-10.2593,13.8165,0,-0.150719,-0.0929289,0.34,1
30,2,3,0,8,7,-11.2856,13.0244,0,-0.312829,0.0726566,0.34,1
30,3,4,0,0,-1,-2.70673,1.33536,1,0.010667,-0.224249,0.57,1
30,3,4,0,1,0,-3.81438,1.16026,8,0.0703358,-0.655047,0.57,1
30,3,4,0,2,1,-4.8135,1.09964,3,0.087282,-1.02344,0.57,1
30,3,4,0,3,0,-2.04926,0.425968,8,0.403656,0.0608185,0.57,1
30,3,4,0,4,3,-1.51628,-0.41773,3,0.798919,0.315076,0.57,1
30,3,4,0,5,0,-2.43936,2.42196,8,-0.415246,-0.120387,0.57,1
30,3,4,0,6,5,-2.16285,3.38255,3,-0.793326,-0.0111622,0.57,1
30,4,1,1,0,-1,-13.5095,-8.73136,1,-0.0163983,0.101516,0.699,0
30,4,1,1,1,0,-14.2331,-8.24889,8,-0.201415,0.119921,0.699,0
30,4,1,1,2,0,-13.6568,-9.51664,8,0.447887,0.0736716,0.699,0
30,4,1,1,3,0,-12.8761,-8.45533,8,-0.0857374,-0.0628649,0.699,0
30,5,2,1,0,-1,10.5224,-6.98774,1,0.225748,0.403341,0.091,1
30,5,2,1,1,0,10.9861,-5.96734,4,0.137544,0.432675,0.091,1
30,5,2,1,2,1,9.63405,-6.37373,3,0.218837,0.233875,0.091,1
30,5,2,1,3,1,11.7378,-7.0949,3,0.111032,0.387349,0.091,1
30,6,5,1,0,-1,-12.4106,9.86141,1,-0.574612,0.0330328,0.365,1
30,6,5,1,1,0,-13.4257,9.55951,4,-0.572352,0.141736,0.365,1
30,6,5,1,2,0,-11.9203,9.17729,0,-0.599899,0.056321,0.365,1
30,6,5,1,3,1,-12.5414,8.63935,3,-0.614164,0.0923902,0.365,1
30,6,5,1,4,1,-12.8247,10.7232,3,-0.124151,-0.0606094,0.365,1
30,6,5,1,5,0,-11.1896,10.3413,0,-0.576545,0.0238576,0.365,1
30,6,5,1,6,5,-9.98433,11.15,0,-0.454765,-0.0420829,0.365,1
30,6,5,1,7,6,-9.32501,12.4734,0,-0.0780246,-0.164824,0.365,1
30,6,5,1,8,7,-8.30087,13.5684,0,0.0753139,-0.292113,0.365,1
30,6,5,1,9,8,-7.64183,14.9468,0,-0.231617,-0.127867,0.365,1
30,7,4,1,0,-1,2.06268,5.5311,1,-0.0712322,-0.0141482,0.571,1
30,7,4,1,1,0,2.7594,6.55665,8,-0.414073,0.279799,0.571,1
30,7,4,1,2,1,3.39539,7.32758,3,-0.231483,0.699499,0.571,1
30,7,4,1,3,0,0.887019,5.27698,8,0.0205501,-0.366252,0.571,1
30,7,4,1,4,3,-0.1157,4.95161,3,0.0979656,-0.570393,0.571,1
30,7,4,1,5,0,2.64683,4.59331,8,0.21321,0.319879,0.571,1
30,7,4,1,6,5,3.21001,3.77842,3,0.369421,0.718487,0.571,1
30,8,2,2,0,-1,12.0584,-13.1556,1,-0.331408,0.375452,0.092,1
30,8,2,2,1,0,11.6208,-12.1902,4,-0.340742,0.360596,0.092,1
30,8,2,2,2,1,11.0572,-13.4663,3,-0.345079,0.353274,0.092,1
30,8,2,2,3,1,12.8449,-12.6268,3,-0.30407,0.445477,0.092,1
30,9,4,2,0,-1,2.39533,6.15127,1,-0.531477,-0.510918,0.572,1
30,9,4,2,1,0,2.78221,7.37053,8,0.447512,0.0716017,0.572,1
30,9,4,2,2,1,2.95337,8.49184,12,-0.622398,0.803356,0.572,1
30,9,4,2,3,0,1.23707,6.28677,8,0.433788,-0.961791,0.572,1
30,9,4,2,4,3,0.183264,6.26894,12,1.10356,-0.834291,0.572,1
30,9,4,2,5,0,3.23369,5.37361,8,-2.23686,-0.271808,0.572,1
30,9,4,2,6,5,3.49785,6.26664,12,0.332899,-1.21565,0.572,1
30,10,4,1,0,-1,-1.89276,1.19751,1,0.0764461,0.106284,0.569,0
30,10,4,1,1,0,-1.1587,0.345273,8,0.444202,0.41887,0.569,0
30,10,4,1,2,1,-0.538204,-0.447703,3,0.792895,0.691296,0.569,0
30,10,4,1,3,0,-1.49453,2.23178,8,-0.325666,0.256256,0.569,0
30,10,4,1,4,3,-1.05782,3.12675,3,-0.65855,0.416208,0.569,0
30,11,2,2,0,-1,9.81894,-7.4128,1,0.281896,0.283306,0.09,0
30,11,2,2,1,0,9.15014,-8.22934,4,0.191091,0.339183,0.09,0
30,12,2,1,0,-1,11.1763,-6.5738,1,0.283048,0.344176,0.091,0
30,12,2,1,1,0,11.7344,-5.67122,4,0.229243,0.321944,0.091,0
60,0,1,0,0,-1,-11.3181,-7.76607,1,0.00791522,-0.00597645,0.7,1
60,0,1,0,1,0,-10.491,-7.82229,8,0.0183029,-0.00728695,0.7,1
60,0,1,0,2,0,-11.6891,-7.03526,8,0.00282715,-0.0134183,0.7,1
60,0,1,0,3,0,-11.7127,-8.36046,8,-0.0272316,0.0154372,0.7,1
60,0,1,0,4,1,-9.7419,-7.87947,0,0.0302998,0.0329939,0.7,1
60,2,3,0,0,-1,-8.10979,11.6367,1,0.0503101,-0.583127,0.34,1
60,2,3,0,1,0,-7.45271,10.7695,4,0.192646,-0.585895,0.34,1
60,2,3,0,2,1,-6.67035,11.7725,3,0.155725,-0.560185,0.34,1
60,2,3,0,3,1,-8.6838,11.0871,3,0.250201,-0.523549,0.34,1
60,2,3,0,4,0,-9.23062,12.2493,0,0.265896,0.119792,0.34,1
60,2,3,0,5,4,-10.5136,12.4395,0,0.40332,0.364633,0.34,1
60,2,3,0,6,5,-11.8112,12.0062,0,0.544315,0.378698,0.34,1
60,2,3,0,7,6,-13.1931,12.1255,0,0.514365,-0.0938726,0.34,1
60,2,3,0,8,7,-14.5888,11.9062,0,0.593141,-0.881703,0.34,1
60,3,4,0,0,-1,-2.68022,0.882947,1,-0.0456746,-0.201563,0.57,1
60,3,4,0,1,0,-3.78919,1.0818,8,-0.132649,-0.672412,0.57,1
60,3,4,0,2,1,-4.75752,1.34905,3,-0.248109,-1.08372,0.57,1
60,3,4,0,3,0,-2.37139,-0.194833,8,0.420365,-0.0705329,0.57,1
60,3,4,0,4,3,-2.17041,-1.17316,3,0.841584,0.0133239,0.57,1
60,3,4,0,5,0,-2.07055,1.82413,8,-0.438449,0.0543557,0.57,1
60,3,4,0,6,5,-1.49623,2.64435,3,-0.778833,0.293796,0.57,1
60,4,1,1,0,-1,-14.824,-9.2122,1,-5.95746e-05,-4.54236e-05,0.699,1
60,4,1,1,1,0,-15.5241,-8.78532,8,-6.57035e-05,-2.59577e-05,0.699,1
60,4,1,1,2,0,-14.8435,-10.0318,8,-7.15513e-05,-2.22441e-05,0.699,1
60,4,1,1,3,0,-14.2304,-8.82572,8,-6.26323e-05,-1.5052e-05,0.699,1
60,4,1,1,4,1,-16.1645,-8.39489,0,-0.000113976,-4.86916e-06,0.699,1
60,5,2,1,0,-1,11.0628,-5.50489,1,-0.202759,0.438737,0.091,1
60,5,2,1,1,0,10.072,-5.22774,4,-0.318713,0.258979,0.091,1
60,5,2,1,2,1,10.7779,-6.44227,3,-0.0308559,0.453494,0.091,1
60,5,2,1,3,1,11.2333,-4.49832,3,-0.577465,0.636275,0.091,1
60,6,5,1,0,-1,-22.6411,10.9651,1,-0.290135,-0.022879,0.365,1
60,6,5,1,1,0,-23.6535,11.0645,4,0.115425,0.143754,0.365,1
60,6,5,1,2,0,-22.2271,10.2507,0,-0.446024,-0.0911474,0.365,1
60,6,5,1,3,1,-23.0759,9.91662,3,-0.482443,0.0286131,0.365,1
60,6,5,1,4,1,-22.6126,11.8241,3,0.00967802,-0.221265,0.365,1
60,6,5,1,5,0,-21.3954,10.701,0,-0.33224,-0.0164042,0.365,1
60,6,5,1,6,5,-20.2157,10.0664,0,-0.302467,0.0797705,0.365,1
60,6,5,1,7,6,-18.9052,9.83674,0,-0.320091,0.106464,0.365,1
60,6,5,1,8,7,-17.7916,9.13056,0,-0.347802,0.0817032,0.365,1
60,6,5,1,9,8,-16.4488,8.96684,0,-0.343599,0.137127,0.365,1
60,7,4,1,0,-1,1.77556,8.12904,1,-0.101194,-0.118266,0.571,1
60,7,4,1,1,0,0.68062,8.4196,8,-0.222361,-0.574094,0.571,1
60,7,4,1,2,1,-0.262314,8.77818,3,-0.372642,-0.978483,0.571,1
60,7,4,1,3,0,2.07974,7.04826,8,0.382622,0.000285493,0.571,1
60,7,4,1,4,3,2.30954,6.07729,3,0.897664,0.118312,0.571,1
60,7,4,1,5,0,2.49389,8.9832,8,-0.424072,0.177678,0.571,1
60,7,4,1,6,5,3.17398,9.71371,3,-0.71507,0.465529,0.571,1
60,8,2,2,0,-1,3.97607,-9.11303,1,-0.216892,-0.145656,0.092,1
60,8,2,2,1,0,3.30224,-9.85831,4,-0.131631,-0.209166,0.092,1
60,8,2,2,2,1,4.69535,-9.82596,3,-0.129879,-0.0746996,0.092,1
60,8,2,2,3,1,3.50388,-8.52498,3,-0.206906,-0.186595,0.092,1
60,9,4,2,0,-1,2.06406,4.07383,1,-0.0631876,-0.260525,0.572,1
60,9,4,2,1,0,1.12752,4.6737,8,0.0197135,-0.0663105,0.572,1
60,9,4,2,2,1,0.334702,5.26999,12,0.0718358,0.0911761,0.572,1
60,9,4,2,3,0,2.07006,3.00864,8,-0.0108138,-0.148485,0.572,1
60,9,4,2,4,3,1.97788,2.03613,12,0.0341135,-0.0511883,0.572,1
60,9,4,2,5,0,3.0477,4.61258,8,0.0129337,-0.235457,0.572,1
60,9,4,2,6,5,3.96995,4.98296,12,0.0290487,-0.142892,0.572,1
60,10,4,1,0,-1,-1.94988,0.488457,1,0.124755,0.114075,0.569,0
60,10,4,1,1,0,-1.58784,-0.577635,8,0.571586,0.268023,0.569,0
60,10,4,1,2,1,-1.31656,-1.54825,3,0.973706,0.380241,0.569,0
60,10,4,1,3,0,-1.18853,1.30087,8,-0.205034,0.421493,0.569,0
60,10,4,1,4,3,-0.448078,1.97235,3,-0.472382,0.716224,0.569,0
60,14,6,3,0,-1,3.11658,-9.13063,1,-0.225938,-0.138918,0.067,0
60,14,6,3,1,0,2.78467,-8.33108,4,-0.219015,-0.121955,0.067,0
60,14,6,3,2,0,2.58696,-10.0519,4,-0.22586,-0.121887,0.067,0
60,15,4,3,0,-1,2.72924,3.69224,1,0.104956,0.271705,0.573,0
60,15,4,3,1,0,3.73896,4.06812,8,0.130919,-0.119434,0.573,0
60,15,4,3,2,1,4.67271,4.36513,12,0.0414299,-0.0291112,0.573,0
60,15,4,3,3,0,2.08511,4.61975,8,-0.0676524,0.3797,0.573,0
60,16,4,2,0,-1,2.48828,7.70984,1,0.0369539,0.127485,0.57,0
60,16,4,2,1,0,3.19134,6.82949,8,0.346438,0.359038,0.57,0
60,16,4,2,2,1,3.74971,5.99494,3,0.674428,0.562252,0.57,0
60,17,1,1,0,-1,-10.9283,-8.48047,1,-0.0316623,-0.0215938,0.7,0
60,19,3,1,0,-1,-8.51119,12.4106,1,0.388708,-0.475688,0.34,0
60,19,3,1,1,0,-9.23907,13.2171,4,1.65827,0.679716,0.34,0
60,20,2,2,0,-1,10.6647,-4.80753,1,-0.737498,0.158071,0.091,0
60,20,2,2,1,0,10.0695,-3.95141,4,-0.754293,0.197715,0.091,0
90,0,1,0,0,-1,-11.3824,-7.79563,1,-0.00781282,-0.00202514,0.7,1
90,0,1,0,1,0,-10.483,-7.91656,8,-0.018801,0.0023881,0.7,1
90,0,1,0,2,0,-11.6877,-7.03372,8,-0.00694954,0.00546129,0.7,1
90,0,1,0,3,0,-11.8387,-8.33653,8,-0.0301784,0.0112673,0.7,1
90,0,1,0,4,1,-9.73241,-7.99274,0,-0.0287522,0.0246466,0.7,1
90,2,3,0,0,-1,-6.78401,0.0789538,1,0.0441808,-0.759802,0.34,1
90,2,3,0,1,0,-6.32362,-0.873826,4,0.502084,-0.510078,0.34,1
90,2,3,0,2,1,-5.74028,0.324377,3,-0.0411156,-0.239875,0.34,1
90,2,3,0,3,1,-7.57884,-0.609075,3,0.329277,-1.21583,0.34,1
90,2,3,0,4,0,-6.99773,1.34525,0,-0.326336,-0.797995,0.34,1
90,2,3,0,5,4,-6.9482,2.68977,0,-0.164457,-0.784474,0.34,1
90,2,3,0,6,5,-7.66951,3.79518,0,0.0531496,-0.649832,0.34,1
90,2,3,0,7,6,-8.20198,4.99892,0,0.358226,-0.529492,0.34,1
90,2,3,0,8,7,-9.33093,5.76677,0,0.653601,-0.110906,0.34,1
90,3,4,0,0,-1,-2.67856,0.829811,1,0.0576596,-0.210995,0.57,1
90,3,4,0,1,0,-3.78008,0.876536,8,0.149742,-0.582995,0.57,1
90,3,4,0,2,1,-4.72533,1.0755,3,0.168378,-0.771796,0.57,1
90,3,4,0,3,0,-2.23287,-0.191897,8,0.427359,-0.0288726,0.57,1
90,3,4,0,4,3,-1.91217,-1.13618,3,0.820929,0.114771,0.57,1
90,3,4,0,5,0,-2.2164,1.85137,8,-0.422619,-0.0142627,0.57,1
90,3,4,0,6,5,-1.76463,2.7459,3,-0.825789,0.187577,0.57,1
90,4,1,1,0,-1,-14.824,-9.2122,1,6.19962e-06,-2.46401e-05,0.699,1
90,4,1,1,1,0,-15.5241,-8.78532,8,-7.33876e-06,1.00287e-05,0.699,1
90,4,1,1,2,0,-14.8436,-10.0318,8,3.58104e-05,-6.38213e-06,0.699,1
90,4,1,1,3,0,-14.2305,-8.82572,8,2.95274e-05,-1.99131e-05,0.699,1
90,4,1,1,4,1,-16.1645,-8.39489,0,-6.42085e-05,4.09045e-05,0.699,1
90,5,2,1,0,-1,1.19839,-2.99711,1,-0.264862,-0.357643,0.091,1
90,5,2,1,1,0,0.138655,-2.95806,4,-0.277607,-0.0847636,0.091,1
90,5,2,1,2,1,1.01228,-4.05505,3,-0.57314,-0.267706,0.091,1
90,5,2,1,3,1,1.07953,-2.06458,3,-0.057075,-0.334881,0.091,1
90,9,4,2,0,-1,3.18485,6.50216,1,0.0120898,0.0447194,0.572,1
90,9,4,2,1,0,3.5501,7.55084,8,0.0276153,0.0249125,0.572,1
90,9,4,2,2,1,3.97443,8.4506,12,0.0656192,-0.0031849,0.572,1
90,9,4,2,3,0,2.10287,6.27609,8,0.0080136,0.00966453,0.572,1
90,9,4,2,4,3,1.12171,6.1683,12,0.0350146,-0.0994198,0.572,1
90,9,4,2,5,0,3.90934,5.67223,8,-0.0098688,0.0269068,0.572,1
90,9,4,2,6,5,4.49224,4.87374,12,-0.058089,-0.00543463,0.572,1
90,10,4,1,0,-1,-1.90416,0.553812,1,0.128269,0.118087,0.569,0
90,10,4,1,1,0,-1.42382,-0.461752,8,0.541976,0.327107,0.569,0
90,10,4,1,2,1,-1.05021,-1.39697,3,0.933897,0.487334,0.569,0
90,10,4,1,3,0,-1.24855,1.45636,8,-0.271507,0.405339,0.569,0
90,10,4,1,4,3,-0.597632,2.21733,3,-0.597588,0.684072,0.569,0
90,15,4,3,0,-1,5.17465,3.52319,1,0.0046429,0.000253189,0.573,1
90,15,4,3,1,0,5.88747,2.68442,8,0.00248933,-0.00130496,0.573,1
90,15,4,3,2,1,6.45654,1.87658,12,0.00363698,-0.000310182,0.573,1
90,15,4,3,3,0,5.55302,4.55412,8,0.0134686,-0.00271001,0.573,1
90,15,4,3,4,3,5.99186,5.43809,12,0.0232739,-0.00738665,0.573,1
90,15,4,3,5,0,4.06988,3.3455,8,0.0035693,0.00739872,0.573,1
90,15,4,3,6,5,3.08265,3.29958,12,0.0030414,0.0248436,0.573,1
90,17,1,1,0,-1,-10.8724,-8.38233,1,0.0293937,-0.00808596,0.7,0
90,17,1,1,1,0,-10.1219,-8.70521,8,0.0379869,-0.0381704,0.7,0
90,17,1,1,2,0,-10.8835,-7.47828,8,0.026866,-0.0156123,0.7,0
90,17,1,1,3,0,-11.3436,-8.91614,8,0.00122942,0.0247526,0.7,0
90,19,3,1,0,-1,-7.21159,10.2674,1,0.253607,-0.5661,0.34,1
90,19,3,1,1,0,-6.74866,9.36037,4,-0.261425,-0.751623,0.34,1
90,19,3,1,2,1,-5.94216,10.3638,3,0.158398,-1.05917,0.34,1
90,19,3,1,3,1,-7.94379,9.92858,3,-0.0679331,-0.16412,0.34,1
90,19,3,1,4,0,-8.10877,11.2515,0,0.371077,-0.309397,0.34,1
90,19,3,1,5,4,-9.36912,11.9984,0,0.379025,-0.0714662,0.34,1
90,19,3,1,6,5,-10.6468,11.6574,0,0.342007,0.149182,0.34,1
90,19,3,1,7,6,-11.943,11.4651,0,0.315285,0.403535,0.34,1
90,19,3,1,8,7,-12.9435,10.5516,0,0.0945285,0.642628,0.34,1
90,20,2,2,0,-1,11.0079,3.54331,1,0.126595,0.3034,0.091,1
90,20,2,2,1,0,11.5986,4.40808,4,0.118577,0.276452,0.091,1
90,20,2,2,2,1,10.2279,4.13414,3,0.0763392,0.377522,0.091,1
90,20,2,2,3,1,11.8147,3.08417,3,0.159738,0.269496,0.091,1
90,22,4,4,0,-1,4.53602,3.9845,1,0.00195928,-0.00192084,0.574,0
90,22,4,4,1,0,3.50717,4.37406,8,0.000725239,-0.0022743,0.574,0
90,22,4,4,2,1,2.62371,4.81619,12,0.000683342,-0.00112154,0.574,0
90,22,4,4,3,0,4.71101,2.88059,8,0.00268178,-0.00232712,0.574,0
90,22,4,4,4,3,4.76114,1.89424,12,0.00794428,-0.00306736,0.574,0
90,23,3,2,0,-1,-9.12747,15.6004,1,-0.103205,0.19449,0.341,1
90,23,3,2,1,0,-9.58721,16.5239,4,-0.182234,0.169178,0.341,1
90,23,3,2,2,1,-10.104,15.329,3,-0.0382515,0.115976,0.341,1
90,23,3,2,3,1,-8.3741,16.0726,3,-0.16107,0.243351,0.341,1
90,23,3,2,4,0,-8.7301,14.3858,0,0.0448279,0.232085,0.341,1
90,23,3,2,5,4,-8.82304,13.0393,0,0.289916,0.198549,0.341,1
90,23,3,2,6,5,-8.78848,11.6924,0,0.502946,0.18076,0.341,1
90,23,3,2,7,6,-9.77775,10.8192,0,0.374735,0.216458,0.341,1
90,23,3,2,8,7,-10.463,9.66088,0,0.156018,0.297422,0.341,1
90,24,2,3,0,-1,11.791,3.72624,1,0.138338,0.310119,0.092,0
90,24,2,3,1,0,12.5745,2.87912,4,0.102441,0.283401,0.092,0
90,24,2,3,2,1,12.4609,4.26534,3,0.239371,0.306491,0.092,0
90,25,3,1,0,-1,-6.4187,0.789117,1,-0.323567,-0.661006,0.339,0
90,25,3,1,1,0,-6.12313,-0.188191,4,0.146528,-0.4974,0.339,0
90,25,3,1,2,1,-5.4479,0.945732,3,-0.770014,0.145686,0.339,0
90,26,2,2,0,-1,3.0335,-6.02502,1,0.0662745,-0.612577,0.091,1
90,26,2,2,1,0,3.36835,-7.03137,4,-0.0930732,-0.671801,0.091,1
90,26,2,2,2,1,4.01845,-5.81404,3,-0.0189881,-0.716098,0.091,1
90,26,2,2,3,1,2.24984,-6.35268,3,0.0214079,-0.48466,0.091,1
90,27,3,3,0,-1,-9.4178,14.8499,1,0.0903304,0.112203,0.341,0
90,27,3,3,1,0,-9.80768,13.9289,4,0.18567,0.0636306,0.341,0
90,30,4,3,0,-1,2.75499,5.82302,1,-0.0386357,0.0864969,0.571,0
90,31,2,3,0,-1,3.0109,-5.21346,1,-0.376372,-0.615968,0.09,0
90,31,2,3,1,0,3.90935,-4.66733,4,-0.626779,-0.196618,0.09,0
90,32,3,2,0,-1,-6.99508,11.1051,1,0.570772,-0.377394,0.341,0
90,32,3,2,1,0,-7.54665,11.9491,4,0.557775,-0.257304,0.341,0
90,32,3,2,2,1,-7.50143,10.6721,3,-0.240333,-0.113626,0.341,0
90,33,2,2,0,-1,1.96016,-2.72962,1,-0.262993,-0.313888,0.092,0
90,33,2,2,1,0,2.99496,-2.56209,4,-0.247257,-0.30338,0.092,0
120,0,1,0,0,-1,-11.4255,-7.78596,1,-0.0137034,0.0143986,0.7,1
120,0,1,0,1,0,-10.5404,-7.93433,8,0.0114643,0.0270591,0.7,1
120,0,1,0,2,0,-11.6845,-7.00785,8,0.0323359,0.0365732,0.7,1
120,0,1,0,3,0,-11.9114,-8.30434,8,-0.0795928,0.0352366,0.7,1
120,0,1,0,4,1,-9.79566,-8.02099,0,0.027995,0.104111,0.7,1
120,2,3,0,0,-1,-13.5991,-14.8718,1,-0.20757,-0.991103,0.34,1
120,2,3,0,1,0,-14.2896,-15.6378,4,-0.315131,-0.828583,0.34,1
120,2,3,0,2,1,-13.0539,-16.065,3,-0.371896,-0.47016,0.34,1
120,2,3,0,3,1,-14.5272,-14.3181,3,0.229819,-0.732901,0.34,1
120,2,3,0,4,0,-12.95,-13.7368,0,-0.0366711,-1.1005,0.34,1
120,2,3,0,5,4,-12.1453,-12.6289,0,-0.24341,-0.804807,0.34,1
120,2,3,0,6,5,-11.3843,-11.5396,0,-0.592737,-0.51603,0.34,1
120,2,3,0,7,6,-10.0822,-11.3927,0,-0.665914,-0.272325,0.34,1
120,2,3,0,8,7,-8.77034,-11.0713,0,-0.761703,-0.0373818,0.34,1
120,3,4,0,0,-1,-2.12797,0.665437,1,0.0606764,-0.184152,0.57,1
120,3,4,0,1,0,-3.23294,0.881925,8,-0.0307142,-0.647413,0.57,1
120,3,4,0,2,1,-4.20323,1.13903,3,-0.138669,-1.05265,0.57,1
120,3,4,0,3,0,-1.93364,-0.433562,8,0.518196,-0.103426,0.57,1
120,3,4,0,4,3,-1.85646,-1.42969,3,0.931893,-0.0717885,0.57,1
120,3,4,0,5,0,-1.50392,1.60871,8,-0.339265,0.0808225,0.57,1
120,3,4,0,6,5,-0.91966,2.42089,3,-0.688733,0.332868,0.57,1
120,4,1,1,0,-1,-14.7615,-9.13724,1,-0.0198575,-0.0234288,0.699,1
120,4,1,1,1,0,-15.5201,-8.84263,8,-0.00333764,-0.00275562,0.699,1
120,4,1,1,2,0,-14.6574,-10.0535,8,-0.0302119,-0.026833,0.699,1
120,4,1,1,3,0,-14.2876,-8.61716,8,-0.00851139,-0.0448248,0.699,1
120,4,1,1,4,1,-16.2102,-8.55986,0,0.0122341,0.0202578,0.699,1
120,5,2,1,0,-1,-3.59736,-18.1564,1,0.318282,-0.51729,0.091,1
120,5,2,1,1,0,-2.71634,-18.7221,4,0.0919225,-0.71255,0.091,1
120,5,2,1,2,1,-3.01968,-17.3808,3,0.639696,-0.661113,0.091,1
120,5,2,1,3,1,-4.01545,-18.89,3,0.08164,-0.450487,0.091,1
120,9,4,2,0,-1,3.2204,6.76643,1,0.00862642,0.0379547,0.572,1
120,9,4,2,1,0,3.4138,7.85139,8,-0.00673821,0.0531918,0.572,1
120,9,4,2,2,1,3.69692,8.79947,12,-0.0344329,0.0686143,0.572,1
120,9,4,2,3,0,2.17915,6.41346,8,0.0165664,0.00278611,0.572,1
120,9,4,2,4,3,1.21518,6.20016,12,0.018862,-0.0165045,0.572,1
120,9,4,2,5,0,4.08483,6.08698,8,0.0096527,0.0329219,0.572,1
120,9,4,2,6,5,4.80234,5.40845,12,0.0337222,0.0508322,0.572,1
120,10,4,1,0,-1,-1.31449,0.824697,1,-0.00485744,0.156013,0.569,0
120,10,4,1,1,0,-1.14895,-0.285564,8,0.457354,0.223779,0.569,0
120,10,4,1,2,1,-1.03537,-1.28436,3,0.876,0.269904,0.569,0
120,10,4,1,3,0,-0.420448,1.49938,8,-0.276254,0.515909,0.569,0
120,10,4,1,4,3,0.423377,2.04261,3,-0.491612,0.850424,0.569,0
120,10,4,1,5,0,-2.28663,1.3929,8,-0.24393,-0.250477,0.569,0
120,15,4,3,0,-1,5.14872,3.34758,1,-0.0019005,-0.0399444,0.573,1
120,15,4,3,1,0,5.93802,2.58363,8,-0.000729898,-0.0405821,0.573,1
120,15,4,3,2,1,6.57748,1.8322,12,0.00466368,-0.0350218,0.573,1
120,15,4,3,3,0,5.43249,4.41012,8,0.0136991,-0.0604079,0.573,1
120,15,4,3,4,3,5.79317,5.32971,12,0.024632,-0.0727776,0.573,1
120,15,4,3,5,0,4.07036,3.04817,8,-0.000992997,-0.0340541,0.573,1
120,15,4,3,6,5,3.0952,2.88724,12,0.00419116,-0.0644787,0.573,1
120,17,1,1,0,-1,-10.9012,-8.39826,1,0.0109475,-0.0645301,0.7,1
120,17,1,1,1,0,-10.1343,-8.73759,8,0.0363598,-0.0567706,0.7,1
120,17,1,1,2,0,-10.9043,-7.48399,8,-0.00843561,-0.0918216,0.7,1
120,17,1,1,3,0,-11.435,-8.87842,8,-0.089766,0.0465646,0.7,1
120,17,1,1,4,1,-9.42898,-9.0146,0,0.0868674,0.0360501,0.7,1
120,19,3,1,0,-1,-21.0918,8.52257,1,-0.201383,-0.14884,0.34,1
