seconds,id,lineage,generation,cells,genome_nodes,modules,branches,width,height,speed,heading,motors,sensors,storage,attackers,neural_rate,geometry_rate,property_rate,role_rate,insert_rate,erase_rate,duplication_rate,deletion_rate,copy_rate,move_rate,constructor_rate,meta_rate,neural_magnitude,geometry_magnitude,property_magnitude,acquired_energy,extracted_energy,converted_energy,age,parent,parent_lineage,defenders,memory,senders,receivers,paid_thrust
510,369,2,9,4,4,1,1,1.68364,1.39043,0.330736,-0.815368,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.67525,0,0,55.4379,346,2,0,0,0,0,0.52401
510,373,2,10,4,4,1,1,1.39405,1.91545,0.934773,0.506728,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,10.5111,0,0,54.046,360,2,0,0,0,0,1.21941
510,375,2,9,4,4,1,1,1.46347,1.47223,0.290819,2.34952,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,12.0224,0,0,53.1541,328,2,0,0,0,0,0.995357
510,380,2,8,4,4,1,1,2.0138,1.05189,0.0429882,1.58656,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.4755,0,0,47.6696,303,2,0,0,0,0,0.512165
510,383,2,9,4,4,1,1,1.5782,1.20904,0.330509,-2.0171,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.43578,0,0,41.4349,322,2,0,0,0,0,0.672111
510,387,2,9,4,4,1,1,1.04452,1.90281,0.238262,3.06544,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.3855,0,0,40.318,299,2,0,0,0,0,1.03744
510,393,2,10,4,4,1,1,1.28712,1.68607,0.00447134,2.59064,1,2,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.03442,0,0,36.1171,375,2,0,0,0,0,0
510,396,3,7,9,9,1,2,6.68013,4.49955,0.264532,-0.0313061,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,10.1301,0,0,34.2084,320,3,0,0,0,0,1.37291
510,402,2,10,4,4,1,1,1.07072,2.08609,0.655279,0.264358,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,7.04431,0,0,29.2496,310,2,0,0,0,0,1.2689
510,405,2,9,4,4,1,1,1.40456,1.33072,0.580165,-2.49363,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.8024,0,0,26.0497,346,2,0,0,0,0,1.25694
510,406,12,9,3,3,1,1,1.71515,1.07951,0.796057,0.685703,2,0,3.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.08,0,0,24.633,322,2,0,0,0,0,0.856733
510,407,2,11,4,4,1,1,1.18353,1.72511,0.526263,2.92727,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.6,0,0,24.4497,402,2,0,0,0,0,0.684501
510,412,2,10,4,4,1,1,1.23231,1.98071,0.371231,-2.79043,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.01392,0,0,19.1331,375,2,0,0,0,0,0.836686
510,416,2,9,4,4,1,1,1.33076,1.29214,0.024928,-1.42731,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.68462,0,0,13.8999,346,2,0,0,0,0,0.490982
510,417,2,11,4,4,1,1,1.24425,1.876,0.246413,0.334024,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0.810779,0,0,13.3999,373,2,0,0,0,0,0.373828
510,422,2,11,4,4,1,1,1.97829,1.11662,0.524523,1.37335,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.20747,0,0,10.5083,402,2,0,0,0,0,0.626941
540,232,2,7,4,4,1,1,1.34555,1.42794,0.223513,2.33902,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,41.7512,0,0,232.349,212,2,0,0,0,0,0.951455
540,298,3,5,6,9,1,0,2.66993,5.86312,0.177045,0,0,0,7.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,17.4312,0,0,147.519,247,3,0,0,0,0,0
540,320,3,6,8,9,1,1,5.16237,5.85308,0.269234,0.634621,1,1,9.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,27.1744,0,0,127.899,298,3,0,0,0,0,0.201976
540,353,2,10,4,4,1,1,1.28626,1.56816,0.571087,-0.500786,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,12.3421,0,0,93.2993,310,2,0,0,0,0,0.511343
540,360,2,9,4,4,1,1,1.51486,1.45495,0.243163,-0.836742,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.445,0,0,89.6918,351,2,0,0,0,0,1.22096
540,369,2,9,4,4,1,1,1.78485,1.07563,0.356709,1.60309,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,10.7553,0,0,85.4345,346,2,0,0,0,0,0.51102
540,373,2,10,4,4,1,1,2.00714,1.14883,0.197928,1.2632,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,16.6285,0,0,84.0432,360,2,0,0,0,0,0.588401
540,375,2,9,4,4,1,1,1.96359,1.12619,0.923729,-1.46495,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,15.3824,0,0,83.1518,328,2,0,0,0,0,1.27878
540,383,2,9,4,4,1,1,1.0675,2.26044,0.36556,0.213411,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,11.9395,0,0,71.438,322,2,0,0,0,0,0.853601
540,387,2,9,4,4,1,1,1.11031,2.34229,0.604186,-0.0548971,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,11.0527,0,0,70.3216,299,2,0,0,0,0,1.17747
540,393,2,10,4,4,1,1,1.9151,1.25306,0.247709,1.11378,1,2,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,8.53714,0,0,66.1226,375,2,0,0,0,0,0.848886
540,395,2,10,4,4,1,1,1.8897,1.19288,0.389497,-1.1784,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.82819,0,0,65.4394,383,2,0,0,0,0,0.644968
540,396,3,7,9,9,1,2,4.04319,5.60084,0.239025,1.57665,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,19.5141,0,0,64.2147,320,3,0,0,0,0,2.34845
540,402,2,10,4,4,1,1,1.28017,1.74155,0.353682,-0.485621,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,11.7243,0,0,59.2554,310,2,0,0,0,0,1.10295
540,405,2,9,4,4,1,1,1.77214,1.16617,0.309124,1.79755,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,7.7624,0,0,56.0547,346,2,0,0,0,0,0.520642
540,408,2,10,4,4,1,1,2.21286,1.03834,0.174431,-1.21981,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,5.70131,0,0,51.2537,405,2,0,0,0,0,1.12344
540,410,2,10,4,4,1,1,1.39684,1.4137,0.238836,2.25493,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,0.995338,1,6.23322,0,0,50.5702,369,2,0,0,0,0,1.19511
540,412,2,10,4,4,1,1,1.06575,2.32864,0.476699,0.010174,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.89392,0,0,49.1366,375,2,0,0,0,0,1.23199
540,416,2,9,4,4,1,1,1.18863,1.70983,0.334482,2.73972,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.60462,0,0,43.9021,346,2,0,0,0,0,0.608758
540,422,2,11,4,4,1,1,1.80423,1.18031,0.513536,1.7917,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.0958,0,0,40.5097,402,2,0,0,0,0,0.50334
540,438,2,11,4,4,1,1,1.20963,1.78571,0.30033,0.235422,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.40796,0,0,31.7913,373,2,0,0,0,0,0.609225
540,445,2,8,4,4,1,1,1.48334,1.27368,0.813143,-2.2423,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,8.03616,0,0,27.5163,232,2,0,0,0,0,1.2795
540,448,3,8,9,9,1,2,4.79978,6.6412,0.260587,-2.40728,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.24,0,0,25.6997,396,3,0,0,0,0,1.85418
540,453,2,9,4,4,1,1,2.17492,1.40881,0.545669,-2.15514,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.44,0,0,22.7164,445,2,0,0,0,0,0.568984
540,454,2,12,4,4,1,1,1.72689,1.25778,0.558637,-1.07683,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.42613,0,0,22.0664,422,2,0,0,0,0,0.718114
540,455,2,11,4,4,1,1,1.65863,1.5702,0.455747,-0.973607,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.52,0,0,20.9748,373,2,0,0,0,0,0.996185
540,459,2,8,4,4,1,1,1.20871,1.86959,0.477786,-0.38234,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.704,0,0,16.6998,232,2,0,0,0,0,0.567
540,464,2,12,4,4,1,1,1.02717,1.99023,0.496629,-0.10483,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.2,0,0,10.3333,422,2,0,0,0,0,1.27878
540,468,2,11,4,4,1,1,1.33894,1.60065,0.380429,0.381061,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.08,0,0,9.17495,395,2,0,0,0,0,1.23613
540,470,2,8,4,4,1,1,1.0034,2.58775,0.0596876,0.158519,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0.820623,0,0,5.88333,232,2,0,0,0,0,1.2318
570,298,3,5,6,9,1,0,3.33759,5.60866,0.430009,0,0,0,7.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,22.0741,0,0,177.512,247,3,0,0,0,0,0
570,353,2,10,4,4,1,1,1.97417,1.2855,0.577383,0.977886,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,18.6237,0,0,123.292,310,2,0,0,0,0,1.27878
570,360,2,9,4,4,1,1,2.06038,1.15444,0.493054,-1.28897,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,22.9976,0,0,119.685,351,2,0,0,0,0,0.77163
570,369,2,9,4,4,1,1,1.04445,1.84052,0.337596,0.17393,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,16.6593,0,0,115.427,346,2,0,0,0,0,0.711696
570,383,2,9,4,4,1,1,1.3272,1.69081,0.400974,0.61698,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,13.9839,0,0,101.431,322,2,0,0,0,0,0.818457
570,387,2,9,4,4,1,1,1.22694,1.70963,0.297748,-0.336679,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,13.4527,0,0,100.314,299,2,0,0,0,0,0.162261
570,393,2,10,4,4,1,1,1.5419,1.42232,0.00860106,-0.946765,1,2,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.1771,0,0,96.1153,375,2,0,0,0,0,0
570,395,2,10,3,4,1,0,1.35314,0.901786,0.100015,-2.62199,1,1,3.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.89648,0,0,95.4321,383,2,0,0,0,0,0
570,396,3,7,9,9,1,2,6.26945,3.8473,0.190989,2.42258,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,22.3941,0,0,94.2074,320,3,0,0,0,0,0.906316
570,398,2,10,5,5,1,2,2.16463,2.57646,0.453861,-0.207052,2,1,6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.24,0,0,93.0827,387,2,0,0,0,0,1.26731
570,408,2,10,4,4,1,1,1.06762,1.88432,0.651144,0.0645004,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,13.1954,0,0,81.2522,405,2,0,0,0,0,0.884926
570,410,2,10,4,4,1,1,1.54145,1.25813,0.225105,-2.14352,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,0.995338,1,8.75322,0,0,80.5691,369,2,0,0,0,0,0.911476
570,412,2,10,4,4,1,1,1.12249,2.06699,0.847492,-0.420383,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.77859,0,0,79.1361,375,2,0,0,0,0,1.18065
570,419,2,11,4,4,1,1,1.43554,1.44606,0.0120733,-2.40828,1,2,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,5.00955,0,0,72.771,393,2,0,0,0,0,0
570,422,2,11,4,4,1,1,1.38415,1.31229,0.601913,0.842694,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,17.2525,0,0,70.5132,402,2,0,0,0,0,1.21153
570,426,2,10,4,4,1,1,2.09215,1.15703,0.697383,1.11853,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,12.2766,0,0,68.1721,375,2,0,0,0,0,1.10982
570,432,2,10,4,4,1,1,1.04638,2.13391,0.287444,0.0717281,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,5.88,0,0,64.9062,360,2,0,0,0,0,0.529493
570,445,2,8,4,4,1,1,1.77021,1.25617,0.360902,-1.87787,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,11.6732,0,0,57.5217,232,2,0,0,0,0,1.17637
570,448,3,8,9,9,1,2,7.21585,2.25151,0.433622,2.21608,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,13.3223,0,0,55.7047,396,3,0,0,0,0,2.78012
570,454,2,12,4,4,1,1,1.36085,1.39,0.517014,-0.778961,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,7.75307,0,0,52.0705,422,2,0,0,0,0,0.924053
570,462,2,11,4,4,1,1,1.22205,1.63543,0.478871,-0.474982,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.18151,0,0,43.6437,408,2,0,0,0,0,0.994012
570,464,2,12,4,4,1,1,1.12136,2.1298,0.514924,0.196203,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.20671,0,0,40.3347,422,2,0,0,0,0,1.05214
570,470,2,8,4,4,1,1,1.69429,1.32104,0.203926,1.07898,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.2939,0,0,35.8838,232,2,0,0,0,0,1.06513
570,478,2,9,4,4,1,1,1.62693,1.61044,0.603999,0.805045,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.40728,0,0,30.4663,445,2,0,0,0,0,1.27388
570,479,2,11,4,4,1,1,1.77934,1.31629,0.556357,2.05235,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.47993,0,0,29.6746,353,2,0,0,0,0,1.24692
570,488,2,11,4,4,1,1,1.96781,1.12172,0.38034,-1.74502,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.61989,0,0,23.3081,426,2,0,0,0,0,1.14645
570,496,2,10,4,4,1,1,1.60174,1.41154,0.399226,-0.833427,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0.793718,0,0,12.6416,360,2,0,0,0,0,0.658176
570,497,2,12,4,4,1,1,1.85369,1.09867,0.543166,-1.36351,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.44054,0,0,12.0916,462,2,0,0,0,0,1.10958
600,298,3,5,6,9,1,0,4.50207,4.4832,0.00282177,0,0,0,7.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,26.662,0,0,207.505,247,3,0,0,0,0,0
600,353,2,10,4,4,1,1,1.66115,1.33347,0.401793,2.06202,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,21.8157,0,0,153.285,310,2,0,0,0,0,0.526521
600,393,2,10,4,4,1,1,1.5668,1.41751,0.0446581,2.2208,1,2,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,18.8571,0,0,126.108,375,2,0,0,0,0,0
600,398,2,10,5,5,1,2,2.43586,2.15261,0.281905,-3.08546,2,1,6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,13.2185,0,0,123.075,387,2,0,0,0,0,0.513495
600,408,2,10,4,4,1,1,0.990212,2.23633,0.272969,2.74132,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,15.23,0,0,111.245,405,2,0,0,0,0,1.27878
600,426,2,10,4,4,1,1,1.99354,1.28987,0.318627,2.05781,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,15.9385,0,0,98.1648,375,2,0,0,0,0,1.15426
600,454,2,12,4,4,1,1,1.13549,1.7428,0.44491,-0.13327,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,14.923,0,0,82.0687,422,2,0,0,0,0,0.730107
600,456,3,6,9,9,1,2,6.59166,3.38599,0.449053,-2.26196,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,21.2158,0,0,80.3691,298,3,0,0,0,0,1.45214
600,462,2,11,4,4,1,1,1.40113,1.38542,0.40138,2.22288,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,8.10151,0,0,73.6457,408,2,0,0,0,0,0.769036
600,464,2,12,4,4,1,1,1.39371,1.37498,0.295853,0.856349,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,9.37677,0,0,70.3382,422,2,0,0,0,0,1.2689
600,470,2,8,4,4,1,1,1.92809,1.11198,0.355639,-1.68965,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,7.48157,0,0,65.8893,232,2,0,0,0,0,0.699204
600,478,2,9,4,4,1,1,1.28812,1.73937,0.257662,0.282542,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,10.5046,0,0,60.4723,445,2,0,0,0,0,1.26147
600,482,17,11,5,5,1,2,1.91884,2.73713,0.561577,-1.33039,2,1,6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,12.2653,0,0,58.3886,398,2,0,0,0,0,1.26916
600,488,2,11,4,4,1,1,1.315,1.74613,0.423181,2.5233,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.77028,0,0,53.3125,426,2,0,0,0,0,1.14998
600,493,2,10,3,3,1,0,0.90221,1.04387,0.0283035,-1.57222,1,1,3.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3,0,0,47.5112,478,2,0,0,0,0,0
600,496,2,10,4,4,1,1,1.20141,2.05579,0.864905,-2.61812,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,7.29932,0,0,42.6435,360,2,0,0,0,0,0.516798
600,497,2,12,4,4,1,1,2.04052,1.06908,0.783684,1.4029,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,6.78752,0,0,42.0934,462,2,0,0,0,0,0.519597
600,502,2,11,3,3,1,0,1.42417,0.93595,0.0726369,-2.42054,1,1,3.6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.4,0,0,33.7916,393,2,0,0,0,0,0
600,511,2,11,4,4,1,1,1.32948,1.40498,0.372343,2.26329,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.264,0,0,31.8996,426,2,0,0,0,0,0.973171
600,512,2,13,4,4,1,1,1.21153,1.38836,0.239141,2.41923,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.76074,0,0,31.8496,497,2,0,0,0,0,1.04366
600,515,2,13,4,4,1,1,1.15083,2.06666,0.145742,2.83923,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,5.50587,0,0,29.0163,454,2,0,0,0,0,0.511495
600,520,17,12,5,5,1,2,2.5463,1.28773,0.307248,-2.12629,2,1,6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,3.65226,0,0,21.4914,482,17,0,0,0,0,0.908855
600,521,2,11,4,4,1,1,2.05086,1.11595,0.710362,-1.80154,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,4.82272,0,0,19.5998,496,2,0,0,0,0,1.00551
600,528,3,7,9,9,1,2,6.25018,4.17383,0.629896,2.64099,2,1,10.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,2.05389,0,0,14.4082,456,3,0,0,0,0,1.72103
600,529,2,14,4,4,1,1,1.77221,1.1885,0.420014,1.86706,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0.732281,0,0,13.0082,512,2,0,0,0,0,0.767585
600,530,2,14,4,4,1,1,1.33864,1.65593,0.175118,-2.79855,1,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.32,0,0,12.9999,515,2,0,1,0,0,0
600,534,17,12,5,5,1,2,1.3518,2.55723,0.376381,2.43513,2,1,6,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,1.56,0,0,9.47494,482,17,0,0,0,0,0.845973
600,539,2,12,4,4,1,1,1.98436,1.25975,0.199724,-1.13164,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,0.48,0,0,8.24163,521,2,0,0,0,0,0.582482
630,298,3,5,6,9,1,0,5.69584,2.10821,0.231146,0,0,0,7.2,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,34.8399,0,0,237.497,247,3,0,0,0,0,0
630,353,2,10,4,4,1,1,1.58299,1.28958,0.115073,-2.13356,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,27.2157,0,0,183.277,310,2,0,0,0,0,0.526587
630,408,2,10,4,4,1,1,1.29955,1.70709,0.468754,0.474856,2,1,4.8,0,0.34,0.24,0.14,0.035,0.04,0.025,0.008,0.004,0.01,0.006,0.035,0.002,1,1,1,19.07,0,0,141.238,405,2,0,0,0,0,0.527045
