second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,3,0,0,0,0
20,0,3,0,0,0,0
30,0,4,1,1,1,0
40,0,4,1,1,1,0
50,0,4,1,1,1,0
60,0,4,1,1,1,0
70,0,4,1,1,1,0
80,0,4,1,1,1,0
90,0,4,1,1,1,0
100,0,4,1,1,1,0
110,0,4,1,1,1,0
120,0,4,1,1,1,0
130,0,4,1,1,1,0
140,0,4,1,1,1,0
150,0,3,1,1,1,0
160,0,3,1,1,1,0
170,0,3,1,1,1,0
180,0,3,1,1,1,0
190,0,4,2,2,2,0
200,0,4,2,2,2,0
210,0,4,2,2,2,0
220,0,4,2,2,2,0
230,0,3,2,2,2,0
240,0,3,2,2,2,0
250,0,3,2,2,2,0
260,0,3,2,2,2,0
270,0,3,2,2,2,0
280,0,3,2,2,2,0
290,0,3,2,2,2,0
300,0,3,2,2,2,0
310,0,3,2,2,2,0
320,0,3,2,2,2,0
330,0,3,2,2,2,0
340,0,3,2,2,2,0
350,0,3,2,2,2,0
360,0,3,2,2,2,0
370,0,3,2,2,2,0
380,0,3,2,2,2,0
390,0,3,2,2,2,0
400,0,3,2,2,2,0
410,0,3,2,2,2,0
420,0,3,2,2,2,0
430,0,3,2,2,2,0
440,0,3,2,2,2,0
450,0,3,2,2,2,0
460,0,3,2,2,2,0
470,0,3,2,2,2,0
480,0,3,2,2,2,0
490,0,3,2,2,2,0
500,0,3,2,2,2,0
510,0,3,2,2,2,0
520,0,3,2,2,2,0
530,0,3,2,2,2,0
540,0,3,2,2,2,0
550,0,3,2,2,2,0
560,0,3,2,2,2,0
570,0,3,2,2,2,0
580,0,3,2,2,2,0
590,0,3,2,2,2,0
600,0,3,2,2,2,0
610,0,3,2,2,2,0
620,0,3,2,2,2,0
630,0,4,3,3,3,0
640,0,4,3,3,3,0
650,0,4,3,3,3,0
660,0,5,4,4,4,0
670,0,5,4,4,4,0
680,0,4,4,4,4,0
690,0,4,4,4,4,0
700,0,4,4,4,4,0
710,0,4,4,4,4,0
720,0,4,4,4,4,0
730,0,4,4,4,4,0
740,0,4,4,4,4,0
750,0,4,4,4,4,0
760,0,4,4,4,4,0
770,0,4,4,4,4,0
780,0,4,4,4,4,0
790,0,4,4,4,4,0
800,0,4,4,4,4,0
810,0,4,4,4,4,0
820,0,4,4,4,4,0
830,0,3,4,4,4,0
840,0,3,4,4,4,0
850,0,3,4,4,4,0
860,0,3,4,4,4,0
870,0,3,4,4,4,0
880,0,3,4,4,4,0
890,0,3,4,4,4,0
900,0,3,4,4,4,0
910,0,3,4,4,4,0
920,0,3,4,4,4,0
930,0,3,4,4,4,0
940,0,3,4,4,4,0
950,0,2,4,4,4,0
960,0,2,4,4,4,0
970,0,2,4,4,4,0
980,0,2,4,4,4,0
990,0,2,4,4,4,0
1000,0,2,4,4,4,0
1010,0,2,4,4,4,0
1020,0,1,4,4,4,0
1030,0,1,4,4,4,0
1040,0,1,4,4,4,0
1050,0,1,4,4,4,0
1060,0,1,4,4,4,0
1070,0,1,4,4,4,0
1080,0,1,4,4,4,0
1090,0,1,4,4,4,0
1100,0,1,4,4,4,0
1110,0,1,4,4,4,0
1120,0,1,4,4,4,0
1130,0,1,4,4,4,0
1140,0,1,4,4,4,0
1150,0,1,4,4,4,0
1160,0,1,4,4,4,0
1170,0,1,4,4,4,0
1180,0,1,4,4,4,0
1190,0,1,4,4,4,0
1200,0,1,4,4,4,0
1210,0,1,4,4,4,0
1220,0,1,4,4,4,0
1230,0,1,4,4,4,0
1240,0,1,4,4,4,0
1250,0,1,4,4,4,0
1260,0,1,4,4,4,0
1270,0,1,4,4,4,0
1280,0,1,4,4,4,0
1290,0,1,4,4,4,0
1300,0,1,4,4,4,0
1310,0,2,5,4,5,1
1320,0,2,5,4,5,1
1330,0,2,5,4,5,1
1340,0,2,5,4,5,1
1350,0,2,5,4,5,1
1360,0,2,5,4,5,1
1370,0,2,5,4,5,1
1380,0,2,5,4,5,1
1390,0,2,5,4,5,1
1400,0,2,5,4,5,1
1410,0,2,5,4,5,1
1420,0,2,5,4,5,1
1430,0,2,5,4,5,1
1440,0,2,5,4,5,1
1450,0,2,5,4,5,1
1460,0,2,5,4,5,1
1470,0,2,5,4,5,1
1480,0,2,5,4,5,1
1490,0,2,5,4,5,1
1500,0,2,5,4,5,1
1510,0,2,5,4,5,1
1520,0,2,5,4,5,1
1530,0,2,5,4,5,1
1540,0,2,5,4,5,1
1550,0,2,5,4,5,1
1560,0,2,5,4,5,1
1570,0,2,5,4,5,1
1580,0,2,5,4,5,1
1590,0,2,5,4,5,1
1600,0,2,5,4,5,1
1610,0,2,5,4,5,1
1620,0,2,5,4,5,1
1630,0,2,5,4,5,1
1640,0,2,5,4,5,1
1650,0,2,5,4,5,1
1660,0,2,5,4,5,1
1670,0,2,5,4,5,1
1680,0,2,5,4,5,1
1690,0,2,5,4,5,1
1700,0,2,5,4,5,1
1710,0,2,5,4,5,1
1720,0,2,5,4,5,1
1730,0,2,5,4,5,1
1740,0,2,5,4,5,1
1750,0,2,5,4,5,1
1760,0,2,5,4,5,1
1770,0,1,5,4,5,1
1780,0,1,5,4,5,1
1790,0,1,5,4,5,1
1799,0,1,5,4,5,1
