second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,5,2,1,1,0
20,0,6,3,1,2,0
30,0,7,4,2,3,0
40,0,7,4,2,3,0
50,0,8,5,2,3,0
60,0,8,5,2,3,0
70,0,6,5,2,3,0
80,0,7,6,2,3,0
90,0,5,6,2,3,0
100,0,5,6,2,3,0
110,0,5,6,2,3,0
120,0,4,6,2,3,0
130,0,4,6,2,3,0
140,0,5,7,2,4,0
150,0,5,7,2,4,0
160,0,5,7,2,4,0
170,0,5,7,2,4,0
180,0,5,7,2,4,0
190,0,6,8,3,5,0
200,0,5,8,3,5,0
210,0,5,9,3,5,0
220,0,5,9,3,5,0
230,0,5,9,3,5,0
240,0,6,10,3,6,0
250,0,5,10,3,6,0
260,0,6,11,4,7,0
270,0,6,12,5,8,0
280,0,7,13,5,9,0
290,0,9,15,5,10,0
300,0,9,15,5,10,0
310,0,8,15,5,10,0
320,0,6,16,5,11,0
330,0,6,17,6,12,0
340,0,7,18,6,13,0
350,0,7,18,6,13,0
360,0,6,18,6,13,0
370,0,5,18,6,13,0
380,0,6,19,6,14,0
390,0,6,19,6,14,0
400,0,5,19,6,14,0
410,0,5,20,6,15,0
420,0,5,20,6,15,0
430,0,5,20,6,15,0
440,0,5,20,6,15,0
450,0,3,20,6,15,0
460,0,3,20,6,15,0
470,0,3,20,6,15,0
480,0,3,20,6,15,0
490,0,2,20,6,15,0
500,0,3,21,6,16,0
510,0,3,21,6,16,0
520,0,2,21,6,16,0
530,0,2,21,6,16,0
540,0,2,21,6,16,0
550,0,1,21,6,16,0
560,0,1,21,6,16,0
570,0,1,21,6,16,0
580,0,1,21,6,16,0
590,0,1,21,6,16,0
600,0,1,21,6,16,0
610,0,1,21,6,16,0
620,0,1,21,6,16,0
630,0,0,21,6,16,0
