second,family,mature,births,max_generation,changed_births,late_births
0,0,1,0,0,0,0
0,1,1,0,0,0,0
0,2,1,0,0,0,0
0,3,1,0,0,0,0
10,0,2,1,1,1,0
10,1,1,0,0,0,0
10,2,1,0,0,0,0
10,3,1,0,0,0,0
20,0,2,1,1,1,0
20,1,2,1,1,1,0
20,2,2,1,1,0,0
20,3,1,0,0,0,0
30,0,2,1,1,1,0
30,1,2,1,1,1,0
30,2,2,1,1,0,0
30,3,2,1,1,0,0
40,0,2,1,1,1,0
40,1,2,1,1,1,0
40,2,2,1,1,0,0
40,3,2,1,1,0,0
50,0,2,1,1,1,0
50,1,3,2,1,2,0
50,2,2,1,1,0,0
50,3,2,1,1,0,0
60,0,3,2,2,2,0
60,1,3,2,1,2,0
60,2,3,2,2,1,0
60,3,2,1,1,0,0
70,0,3,3,3,3,0
70,1,3,2,1,2,0
70,2,3,2,2,1,0
70,3,2,1,1,0,0
80,0,4,4,4,4,0
80,1,2,2,1,2,0
80,2,3,2,2,1,0
80,3,2,1,1,0,0
90,0,6,6,5,6,0
90,1,1,2,1,2,0
90,2,5,4,3,3,0
90,3,2,1,1,0,0
100,0,7,7,5,7,0
100,1,1,2,1,2,0
100,2,5,4,3,3,0
100,3,4,3,2,2,0
110,0,8,8,6,8,0
110,1,2,3,2,3,0
110,2,5,4,3,3,0
110,3,4,3,2,2,0
120,0,7,8,6,8,0
120,1,3,4,3,4,0
120,2,5,4,3,3,0
120,3,4,3,2,2,0
130,0,6,9,6,9,0
130,1,4,5,3,5,0
130,2,5,4,3,3,0
130,3,4,3,2,2,0
140,0,9,12,7,12,0
140,1,5,6,3,6,0
140,2,6,5,3,4,0
140,3,4,3,2,2,0
150,0,10,14,7,14,0
150,1,4,6,3,6,0
150,2,6,5,3,4,0
150,3,4,3,2,2,0
160,0,10,16,7,16,0
160,1,4,6,3,6,0
160,2,6,5,3,4,0
160,3,5,4,2,2,0
170,0,10,16,7,16,0
170,1,3,6,3,6,0
170,2,8,7,4,6,0
170,3,5,4,2,2,0
180,0,13,20,8,20,0
180,1,3,6,3,6,0
180,2,7,7,4,6,0
180,3,5,4,2,2,0
190,0,13,22,8,22,0
190,1,0,6,3,6,0
190,2,7,7,4,6,0
190,3,5,4,2,2,0
200,0,16,26,9,26,0
200,1,0,6,3,6,0
200,2,6,7,4,6,0
200,3,5,4,2,2,0
210,0,19,31,9,31,0
210,1,0,6,3,6,0
210,2,7,8,4,6,0
210,3,6,5,2,3,0
220,0,21,36,9,36,0
220,1,0,6,3,6,0
220,2,6,8,4,6,0
220,3,6,5,2,3,0
230,0,22,41,9,41,0
230,1,0,6,3,6,0
230,2,6,8,4,6,0
230,3,6,5,2,3,0
240,0,22,46,10,46,0
240,1,0,6,3,6,0
240,2,6,8,4,6,0
