second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,3,0,0,0,0
20,0,3,0,0,0,0
30,0,4,1,1,1,0
40,0,4,1,1,1,0
50,0,4,1,1,1,0
60,0,4,2,1,2,0
70,0,5,3,2,3,0
80,0,6,4,2,4,0
90,0,7,5,2,4,0
100,0,6,5,2,4,0
110,0,4,5,2,4,0
120,0,5,6,2,4,0
130,0,4,6,2,4,0
140,0,4,6,2,4,0
150,0,3,7,2,5,0
160,0,4,8,2,6,0
170,0,3,8,2,6,0
180,0,3,8,2,6,0
190,0,4,9,2,7,0
200,0,5,10,3,8,0
210,0,5,10,3,8,0
220,0,6,11,3,9,0
230,0,7,12,3,10,0
240,0,6,12,3,10,0
250,0,6,12,3,10,0
260,0,6,12,3,10,0
270,0,4,12,3,10,0
280,0,4,12,3,10,0
290,0,4,12,3,10,0
300,0,4,12,3,10,0
310,0,5,13,4,11,0
320,0,6,14,4,12,0
330,0,8,16,4,14,0
340,0,8,16,4,14,0
350,0,7,16,4,14,0
360,0,6,16,4,14,0
370,0,5,16,4,14,0
380,0,6,17,4,15,0
390,0,6,17,4,15,0
400,0,6,18,4,16,0
410,0,8,20,4,18,0
420,0,9,22,4,20,0
430,0,9,22,4,20,0
440,0,9,22,4,20,0
450,0,8,23,4,21,0
460,0,9,24,4,22,0
470,0,6,24,4,22,0
480,0,7,25,4,23,0
490,0,7,26,4,24,0
500,0,7,26,4,24,0
510,0,6,26,4,24,0
520,0,5,26,4,24,0
530,0,4,27,4,25,0
540,0,3,27,4,25,0
550,0,5,29,5,27,0
560,0,5,29,5,27,0
570,0,5,29,5,27,0
580,0,4,29,5,27,0
590,0,3,30,5,28,0
600,0,3,30,5,28,0
610,0,4,31,6,29,0
620,0,6,33,6,31,0
630,0,6,33,6,31,0
640,0,7,34,6,32,0
650,0,7,34,6,32,0
660,0,7,36,7,34,0
670,0,6,36,7,34,0
680,0,6,36,7,34,0
690,0,6,37,7,35,0
700,0,5,38,7,36,0
710,0,5,38,7,36,0
720,0,4,38,7,36,0
730,0,4,38,7,36,0
740,0,4,38,7,36,0
750,0,3,38,7,36,0
760,0,6,41,7,39,0
770,0,6,41,7,39,0
780,0,6,41,7,39,0
790,0,6,42,8,40,0
800,0,7,43,8,41,0
810,0,6,43,8,41,0
820,0,7,44,9,42,0
830,0,7,44,9,42,0
840,0,6,45,9,43,0
850,0,6,45,9,43,0
860,0,6,45,9,43,0
870,0,7,46,9,44,0
880,0,6,47,10,45,0
890,0,6,47,10,45,0
900,0,5,47,10,45,0
910,0,5,47,10,45,0
920,0,6,49,11,47,0
930,0,6,49,11,47,0
940,0,7,50,11,48,0
950,0,5,50,11,48,0
960,0,6,51,11,49,0
970,0,7,52,11,50,0
980,0,7,52,11,50,0
990,0,7,52,11,50,0
1000,0,7,53,11,51,0
1010,0,5,53,11,51,0
1020,0,5,53,11,51,0
1030,0,3,53,11,51,0
1040,0,2,53,11,51,0
1050,0,2,53,11,51,0
1060,0,2,53,11,51,0
1070,0,3,54,11,52,0
1080,0,4,55,12,53,0
1090,0,4,55,12,53,0
1100,0,6,57,12,55,0
1110,0,5,58,12,56,0
1120,0,5,58,12,56,0
1130,0,5,58,12,56,0
1140,0,4,58,12,56,0
1150,0,3,58,12,56,0
1160,0,3,58,12,56,0
1170,0,4,59,13,57,0
1180,0,4,59,13,57,0
1190,0,4,59,13,57,0
1200,0,3,59,13,57,0
1210,0,2,59,13,57,0
1220,0,3,60,13,58,0
1230,0,3,60,13,58,0
1240,0,3,60,13,58,0
1250,0,2,60,13,58,0
1260,0,2,60,13,58,0
1270,0,2,60,13,58,0
1280,0,2,60,13,58,0
1290,0,3,61,14,59,0
1300,0,3,61,14,59,0
1310,0,3,61,14,59,0
1320,0,2,61,14,59,0
1330,0,2,61,14,59,0
1340,0,3,62,15,60,0
1350,0,3,62,15,60,0
1360,0,6,65,16,63,0
1370,0,6,65,16,63,0
1380,0,6,65,16,63,0
1390,0,5,65,16,63,0
1400,0,6,66,16,64,0
1410,0,5,66,16,64,0
1420,0,6,68,16,66,0
1430,0,6,68,16,66,0
1440,0,6,68,16,66,0
1450,0,6,68,16,66,0
1460,0,5,68,16,66,0
1470,0,3,68,16,66,0
1480,0,2,68,16,66,0
1490,0,3,69,17,67,0
1500,0,4,70,18,68,0
1510,0,4,70,18,68,0
1520,0,5,71,19,69,0
1530,0,5,71,19,69,0
1540,0,5,71,19,69,0
1550,0,5,71,19,69,0
1560,0,6,72,19,70,0
1570,0,6,73,19,71,0
1580,0,6,73,19,71,0
1590,0,6,74,19,72,0
1600,0,6,74,19,72,0
1610,0,5,74,19,72,0
1620,0,5,75,19,73,0
1630,0,5,76,20,74,0
1640,0,4,76,20,74,0
1650,0,4,76,20,74,0
1660,0,5,77,20,75,0
1670,0,5,77,20,75,0
1680,0,6,78,20,76,0
1690,0,6,78,20,76,0
1700,0,4,79,20,77,0
1710,0,4,79,20,77,0
1720,0,4,79,20,77,0
1730,0,4,80,21,78,0
1740,0,4,80,21,78,0
1750,0,2,80,21,78,0
1760,0,2,80,21,78,0
1770,0,2,80,21,78,0
1780,0,2,80,21,78,0
1790,0,2,80,21,78,0
1800,0,4,82,22,80,0
1810,0,6,84,23,82,0
1820,0,6,84,23,82,0
1830,0,6,84,23,82,0
1840,0,6,84,23,82,0
1850,0,3,84,23,82,0
1860,0,2,84,23,82,0
1870,0,2,84,23,82,0
1880,0,2,84,23,82,0
1890,0,2,84,23,82,0
1900,0,3,85,23,83,0
1910,0,4,86,23,84,0
1920,0,5,87,23,85,0
1930,0,5,87,23,85,0
1940,0,6,88,23,86,0
1950,0,6,88,23,86,0
1960,0,5,88,23,86,0
1970,0,5,88,23,86,0
1980,0,3,88,23,86,0
1990,0,2,88,23,86,0
2000,0,2,88,23,86,0
2010,0,2,88,23,86,0
2020,0,3,89,23,87,0
2030,0,3,90,23,88,0
