second,family,mature,births,max_generation,changed_births,late_births
0,0,1,0,0,0,0
0,1,1,0,0,0,0
0,2,1,0,0,0,0
0,3,1,0,0,0,0
10,0,1,0,0,0,0
10,1,1,0,0,0,0
10,2,1,0,0,0,0
10,3,1,0,0,0,0
20,0,2,1,1,1,0
20,1,2,1,1,1,0
20,2,1,0,0,0,0
20,3,1,0,0,0,0
30,0,2,1,1,1,0
30,1,2,1,1,1,0
30,2,1,0,0,0,0
30,3,1,0,0,0,0
40,0,2,1,1,1,0
40,1,3,2,2,2,0
40,2,1,0,0,0,0
40,3,1,0,0,0,0
50,0,4,3,2,3,0
50,1,3,2,2,2,0
50,2,1,0,0,0,0
50,3,1,0,0,0,0
60,0,7,6,3,6,0
60,1,3,2,2,2,0
60,2,1,0,0,0,0
60,3,1,0,0,0,0
70,0,10,9,3,9,0
70,1,3,2,2,2,0
70,2,1,0,0,0,0
70,3,2,1,1,1,0
80,0,15,14,4,14,0
80,1,4,3,2,2,0
80,2,3,2,2,2,0
80,3,2,1,1,1,0
90,0,16,16,4,16,0
90,1,5,4,2,3,0
90,2,3,2,2,2,0
90,3,2,1,1,1,0
100,0,17,19,4,19,0
100,1,6,5,3,4,0
100,2,4,3,3,3,0
100,3,2,1,1,1,0
110,0,16,19,4,19,0
110,1,7,6,3,5,0
110,2,4,3,3,3,0
110,3,2,1,1,1,0
120,0,16,19,4,19,0
120,1,7,6,3,5,0
120,2,4,3,3,3,0
120,3,2,1,1,1,0
130,0,16,20,4,20,0
130,1,7,6,3,5,0
130,2,4,3,3,3,0
130,3,2,1,1,1,0
140,0,19,24,4,24,0
140,1,7,6,3,5,0
140,2,4,3,3,3,0
140,3,3,2,1,2,0
150,0,20,26,4,26,0
150,1,7,6,3,5,0
150,2,4,3,3,3,0
150,3,3,2,1,2,0
160,0,21,27,4,27,0
160,1,7,6,3,5,0
160,2,4,3,3,3,0
160,3,3,2,1,2,0
170,0,21,28,4,28,0
170,1,6,6,3,5,0
170,2,4,3,3,3,0
170,3,3,2,1,2,0
180,0,21,28,4,28,0
180,1,6,6,3,5,0
180,2,4,3,3,3,0
180,3,3,2,1,2,0
190,0,20,30,4,30,0
190,1,6,6,3,5,0
190,2,4,3,3,3,0
190,3,4,3,1,3,0
200,0,20,31,4,31,0
200,1,6,6,3,5,0
200,2,4,3,3,3,0
200,3,4,3,1,3,0
210,0,20,34,4,34,0
210,1,5,6,3,5,0
210,2,4,3,3,3,0
210,3,4,3,1,3,0
220,0,24,38,4,38,0
220,1,6,7,3,6,0
220,2,4,3,3,3,0
220,3,4,3,1,3,0
230,0,27,42,4,41,0
230,1,6,7,3,6,0
230,2,4,3,3,3,0
230,3,4,3,1,3,0
240,0,27,42,4,41,0
240,1,6,7,3,6,0
240,2,4,3,3,3,0
