second,family,mature,births,max_generation,changed_births,late_births
0,0,3,0,0,0,0
10,0,5,2,1,2,0
20,0,8,5,2,4,0
30,0,8,5,2,4,0
40,0,8,6,2,5,0
50,0,7,7,3,6,0
60,0,8,9,4,8,0
70,0,9,10,4,9,0
80,0,13,15,6,14,0
90,0,13,16,7,15,0
100,0,15,18,9,17,0
110,0,16,19,9,18,0
120,0,19,22,9,21,0
130,0,21,26,9,25,0
140,0,21,28,9,27,0
150,0,19,28,9,27,0
160,0,20,30,9,29,0
170,0,23,35,9,34,0
180,0,24,36,9,35,0
190,0,29,42,9,41,0
200,0,29,47,9,46,0
210,0,27,50,9,49,0
220,0,31,56,9,55,0
230,0,33,61,10,60,0
240,0,36,66,11,65,0
250,0,41,73,11,72,0
260,0,42,77,11,76,0
270,0,41,83,11,82,0
280,0,37,85,11,84,0
290,0,42,92,11,91,0
300,0,48,102,11,101,0
310,0,53,109,12,108,0
320,0,54,116,12,115,0
330,0,54,127,13,126,0
340,0,57,136,14,135,0
350,0,54,136,14,135,0
360,0,51,142,14,141,0
370,0,47,145,14,144,0
380,0,46,152,14,151,0
390,0,49,159,14,158,0
400,0,48,164,14,163,0
410,0,52,171,14,170,0
420,0,51,177,15,176,0
430,0,46,179,15,178,0
440,0,41,182,15,181,0
450,0,38,185,15,184,0
460,0,40,192,15,191,0
470,0,42,198,16,197,0
480,0,44,202,16,201,0
490,0,49,212,17,211,0
500,0,50,218,17,217,0
510,0,50,224,17,223,0
520,0,56,231,17,230,0
530,0,50,234,17,233,0
540,0,51,238,17,237,0
550,0,46,243,17,242,0
560,0,53,255,17,254,0
570,0,53,262,17,261,0
580,0,50,265,17,264,0
590,0,51,270,17,269,0
600,0,53,276,17,275,0
610,0,55,285,18,284,0
620,0,52,292,18,291,0
630,0,52,298,19,297,0
640,0,55,303,20,302,0
650,0,57,312,20,311,0
660,0,54,316,20,315,0
670,0,52,318,20,317,0
680,0,56,327,20,326,0
690,0,60,334,20,333,0
700,0,60,338,20,337,0
710,0,57,340,20,339,0
720,0,55,344,20,343,0
730,0,56,347,20,346,0
740,0,55,351,20,350,0
750,0,54,354,20,353,0
760,0,53,360,20,359,0
770,0,54,368,20,367,0
780,0,58,377,20,376,0
790,0,55,382,20,381,0
800,0,56,386,20,385,0
810,0,54,391,20,390,0
820,0,60,397,20,396,0
830,0,61,404,20,403,0
840,0,62,411,20,410,0
850,0,61,416,20,415,0
