1762,0,20,5,5400,3
2708,0,42,10,5400,1
2715,0,44,13,5400,1
2780,0,42,10,5400,1
2818,0,43,8,5400,1
2845,0,43,3,5400,1
2853,0,42,3,5400,1
2859,0,45,3,5406,1
2866,0,43,3,5416,1
2867,0,43,3,5420,1
2819,0,42,3,5425,1
2854,0,45,3,5429,1
2862,0,43,3,5433,1
2873,0,43,3,5482,1
2892,0,43,3,5494,1
2900,0,43,3,5507,1
2870,0,43,3,5510,1
2883,0,43,3,5519,1
2902,0,45,3,5557,1
2901,0,43,3,5571,1
2904,0,43,3,5591,1
2916,0,43,3,5643,1
2917,0,43,3,5715,1
2921,0,44,3,5755,1
2933,0,44,3,5779,1
2973,0,45,3,5803,1
2978,0,43,3,5809,1
2057,0,31,3,5835,2
3005,0,44,3,5881,1
3002,0,44,3,5885,1
3016,0,43,3,5889,1
3000,0,44,3,5910,1
3019,0,43,3,5934,1
3028,0,46,3,5965,1
3049,0,44,3,6008,1
3051,0,43,3,6031,1
3062,0,44,3,6047,1
3063,0,44,3,6058,1
3069,0,44,3,6079,1
3066,0,44,3,6085,1
